P31946	9606.ENSP00000361930
Q96FW1	9606.ENSP00000444357
Q96DC9	9606.ENSP00000203664
Q5VV17	9606.ENSP00000365678
Q5T2D3	9606.ENSP00000364261
Q01804	9606.ENSP00000409279
Q96G74	9606.ENSP00000156084
Q9NUU6	9606.ENSP00000274217
Q96BN8	9606.ENSP00000284274
P32242	9606.ENSP00000282549
P32243	9606.ENSP00000343819
Q8WZ82	9606.ENSP00000461388
Q7RTY7	9606.ENSP00000326708
Q7RTZ1	9606.ENSP00000484497
Q12889	9606.ENSP00000358747
O14753	9606.ENSP00000337862
Q9BRP0	9606.ENSP00000278780
O00110	9606.ENSP00000465620
O43613	9606.ENSP00000384387
P83859	9606.ENSP00000485512
P41217	9606.ENSP00000420298
O43614	9606.ENSP00000477548
Q15070	9606.ENSP00000483491
P14920	9606.ENSP00000228476
Q99489	9606.ENSP00000357920
Q8TDS5	9606.ENSP00000367930
Q96P68	9606.ENSP00000298440
Q96RQ9	9606.ENSP00000472474
Q5BKU9	9606.ENSP00000363873
Q96HP4	9606.ENSP00000285083
Q8N573	9606.ENSP00000405424
Q9NWU1	9606.ENSP00000280701
O95747	9606.ENSP00000311713
P30559	9606.ENSP00000324270
Q15072	9606.ENSP00000400391
Q96HA1	9606.ENSP00000378687
A8CG34	9606.ENSP00000481575
Q3SYA9	9606.ENSP00000481613
Q96KW2	9606.ENSP00000392726
Q8N7R1	9606.ENSP00000386133
Q6GTS8	9606.ENSP00000356104
Q8IYS1	9606.ENSP00000275072
A8MW92	9606.ENSP00000378784
Q5VU65	9606.ENSP00000357547
E9PI22	9606.ENSP00000436891
Q06190	9606.ENSP00000264977
Q9Y5P8	9606.ENSP00000375080
Q969Q6	9606.ENSP00000261475
P51575	9606.ENSP00000225538
Q9UBL9	9606.ENSP00000343339
P56373	9606.ENSP00000263314
Q99571	9606.ENSP00000353032
Q93086	9606.ENSP00000225328
O15547	9606.ENSP00000416193
Q99572	9606.ENSP00000330696
P47900	9606.ENSP00000304767
P41231	9606.ENSP00000310305
P51582	9606.ENSP00000363643
Q15077	9606.ENSP00000480966
Q86VZ1	9606.ENSP00000370697
O00398	9606.ENSP00000171757
Q9H244	9606.ENSP00000307259
Q9BPV8	9606.ENSP00000320376
Q15391	9606.ENSP00000308361
Q96A73	9606.ENSP00000298569
O00443	9606.ENSP00000265970
O00750	9606.ENSP00000356155
O75747	9606.ENSP00000445381
Q32P28	9606.ENSP00000236040
Q8IVL5	9606.ENSP00000316881
Q8IVL6	9606.ENSP00000478600
Q96FE7	9606.ENSP00000215912
A0A087WWA1	9606.ENSP00000480059
P09131	9606.ENSP00000263512
P13674	9606.ENSP00000263556
O15460	9606.ENSP00000384999
Q7Z4N8	9606.ENSP00000401749
Q9NXG6	9606.ENSP00000341422
Q9BTU6	9606.ENSP00000359665
Q8TCG2	9606.ENSP00000264864
Q6IN85	9606.ENSP00000450864
Q5MIZ7	9606.ENSP00000483228
O43422	9606.ENSP00000260045
P04637	9606.ENSP00000269305
Q92569	9606.ENSP00000262741
P32322	9606.ENSP00000384949
Q96C36	9606.ENSP00000342502
Q53H96	9606.ENSP00000220966
P54886	9606.ENSP00000360268
Q06416	9606.ENSP00000419298
O14683	9606.ENSP00000436152
Q8NBR0	9606.ENSP00000301057
Q9H3D4	9606.ENSP00000264731
Q86YP4	9606.ENSP00000353463
Q8WXI9	9606.ENSP00000357644
O15350	9606.ENSP00000367545
P27986	9606.ENSP00000428056
O00459	9606.ENSP00000222254
P68402	9606.ENSP00000435289
Q15102	9606.ENSP00000444935
P04054	9606.ENSP00000312286
P47712	9606.ENSP00000356436
P0C869	9606.ENSP00000396045
Q9UP65	9606.ENSP00000472546
Q86XP0	9606.ENSP00000290472
Q3MJ16	9606.ENSP00000382434
Q68DD2	9606.ENSP00000380442
Q9NZ20	9606.ENSP00000215885
Q9UQ80	9606.ENSP00000302886
P39877	9606.ENSP00000364249
P14555	9606.ENSP00000383364
Q5R387	9606.ENSP00000247992
Q9UNK4	9606.ENSP00000364246
Q9NZK7	9606.ENSP00000364257
Q9BZM2	9606.ENSP00000364243
O15496	9606.ENSP00000393847
Q9BRP4	9606.ENSP00000311665
Q9H8K7	9606.ENSP00000419126
P0CB38	9606.ENSP00000463233
P11940	9606.ENSP00000313007
Q86U42	9606.ENSP00000216727
Q9H361	9606.ENSP00000281589
Q13310	9606.ENSP00000361949
Q96DU9	9606.ENSP00000308012
P18509	9606.ENSP00000462647
Q8IZE3	9606.ENSP00000356746
Q9H714	9606.ENSP00000374558
Q9BY11	9606.ENSP00000484060
Q9UNF0	9606.ENSP00000263246
Q9UKS6	9606.ENSP00000440945
Q96M98	9606.ENSP00000337946
Q8N7B6	9606.ENSP00000423881
P41586	9606.ENSP00000483721
Q6VY07	9606.ENSP00000316454
Q86VP3	9606.ENSP00000393559
Q9BSG0	9606.ENSP00000258083
Q9ULC6	9606.ENSP00000364620
Q9Y2J8	9606.ENSP00000364635
Q9ULW8	9606.ENSP00000364609
Q9UM07	9606.ENSP00000364597
Q6TGC4	9606.ENSP00000483125
P09466	9606.ENSP00000417898
Q15004	9606.ENSP00000300035
Q8N7H5	9606.ENSP00000221265
Q99487	9606.ENSP00000363400
Q13093	9606.ENSP00000274793
Q8NCC3	9606.ENSP00000219345
O75459	9606.ENSP00000365320
Q7Z2X7	9606.ENSP00000364107
Q5JUK9	9606.ENSP00000364089
O60829	9606.ENSP00000218068
Q96GU1	9606.ENSP00000289619
Q9BTK6	9606.ENSP00000476774
P01298	9606.ENSP00000466009
O14832	9606.ENSP00000263038
P05121	9606.ENSP00000223095
Q9ULR5	9606.ENSP00000244221
P05120	9606.ENSP00000401645
Q9H074	9606.ENSP00000302768
Q9BPZ3	9606.ENSP00000378275
Q8NC51	9606.ENSP00000360034
Q13153	9606.ENSP00000278568
Q13177	9606.ENSP00000314067
O75914	9606.ENSP00000353864
O96013	9606.ENSP00000469413
Q9P286	9606.ENSP00000367686
Q9NQU5	9606.ENSP00000453858
Q9Y536	9606.ENSP00000485206
A0A0B4J2A2	9606.ENSP00000463057
F5H284	9606.ENSP00000439444
A0A075B759	9606.ENSP00000485638
P0DN37	9606.ENSP00000393845
A0A075B767	9606.ENSP00000464619
Q86YC2	9606.ENSP00000261584
Q9ULE6	9606.ENSP00000263563
Q8WX93	9606.ENSP00000425556
Q8IXS6	9606.ENSP00000323805
A6NDB9	9606.ENSP00000344996
Q9NP74	9606.ENSP00000263174
O75781	9606.ENSP00000341911
Q6UXH9	9606.ENSP00000482899
Q504Q3	9606.ENSP00000401721
Q58A45	9606.ENSP00000370345
Q8TE04	9606.ENSP00000302108
Q9BZ23	9606.ENSP00000313377
Q9H999	9606.ENSP00000239231
Q9NVE7	9606.ENSP00000367727
Q7Z3H0	9606.ENSP00000301190
Q96RD7	9606.ENSP00000227638
Q96RD6	9606.ENSP00000379183
Q96QZ0	9606.ENSP00000284288
Q6QHF9	9606.ENSP00000278060
Q4VXU2	9606.ENSP00000255136
Q5JQF8	9606.ENSP00000362621
Q9NVV4	9606.ENSP00000263063
Q8NDF8	9606.ENSP00000396995
Q5XG87	9606.ENSP00000230859
P51003	9606.ENSP00000216277
Q9NRJ5	9606.ENSP00000384700
Q9BWT3	9606.ENSP00000238714
Q13219	9606.ENSP00000330658
Q9BXP8	9606.ENSP00000356634
O43252	9606.ENSP00000265174
O95340	9606.ENSP00000406157
Q96A54	9606.ENSP00000341785
Q86V24	9606.ENSP00000349616
Q6TCH7	9606.ENSP00000421981
Q8N4S7	9606.ENSP00000321804
Q9NXK6	9606.ENSP00000378803
Q6TCH4	9606.ENSP00000338330
Q86WK9	9606.ENSP00000363414
Q8TEZ7	9606.ENSP00000406197
Q6ZVX9	9606.ENSP00000341564
Q8IY49	9606.ENSP00000384690
Q15546	9606.ENSP00000262065
Q53GL7	9606.ENSP00000325618
Q9NR21	9606.ENSP00000228820
Q9H0J9	9606.ENSP00000263549
Q460N5	9606.ENSP00000418194
Q460N3	9606.ENSP00000417214
Q8N5Y8	9606.ENSP00000261888
P25116	9606.ENSP00000321326
P55085	9606.ENSP00000296677
Q8TEW8	9606.ENSP00000351618
O00254	9606.ENSP00000296641
Q96RI0	9606.ENSP00000248076
Q9NPB6	9606.ENSP00000219255
Q9BYG5	9606.ENSP00000360672
Q9BYG4	9606.ENSP00000343144
Q8TEW0	9606.ENSP00000363921
Q86W56	9606.ENSP00000384408
Q9NWS1	9606.ENSP00000332915
Q99497	9606.ENSP00000418770
Q9H300	9606.ENSP00000325421
Q6UWI2	9606.ENSP00000370224
O95453	9606.ENSP00000387911
P09874	9606.ENSP00000355759
Q9UGN5	9606.ENSP00000250416
Q9Y6F1	9606.ENSP00000381740
Q9UKK3	9606.ENSP00000371419
Q2NL67	9606.ENSP00000456348
Q8N3A8	9606.ENSP00000281631
Q8IXQ6	9606.ENSP00000353512
Q7Z3E1	9606.ENSP00000420612
Q9NVD7	9606.ENSP00000334008
Q9HBI1	9606.ENSP00000384515
Q9HBI0	9606.ENSP00000391583
Q8IV76	9606.ENSP00000359382
Q96RG2	9606.ENSP00000351475
Q8WXA2	9606.ENSP00000307164
Q6UY27	9606.ENSP00000351325
B3GLJ2	9606.ENSP00000395505
P0C8F1	9606.ENSP00000411439
Q86TB9	9606.ENSP00000300146
C9JE40	9606.ENSP00000416673
Q9HBE1	9606.ENSP00000266269
Q96IZ0	9606.ENSP00000328088
P15863	9606.ENSP00000381499
Q02962	9606.ENSP00000359319
P23760	9606.ENSP00000375921
O43316	9606.ENSP00000339906
Q02548	9606.ENSP00000350844
P26367	9606.ENSP00000404100
P23759	9606.ENSP00000364524
Q06710	9606.ENSP00000263334
P55771	9606.ENSP00000355245
Q9Y5B6	9606.ENSP00000328992
Q6ZW49	9606.ENSP00000384048
P49023	9606.ENSP00000267257
Q9BUH6	9606.ENSP00000360682
Q86U86	9606.ENSP00000378307
Q9BVG4	9606.ENSP00000362456
Q96AQ6	9606.ENSP00000357448
P30039	9606.ENSP00000351619
P40424	9606.ENSP00000405890
P40425	9606.ENSP00000364190
P40426	9606.ENSP00000362588
Q9BYU1	9606.ENSP00000251203
Q9BZA7	9606.ENSP00000362186
A6NKN8	9606.ENSP00000426296
A6NGG8	9606.ENSP00000332809
Q8NF37	9606.ENSP00000283415
Q7L5N7	9606.ENSP00000262134
Q15365	9606.ENSP00000305556
Q15366	9606.ENSP00000352438
P57721	9606.ENSP00000383168
P57723	9606.ENSP00000417196
P05165	9606.ENSP00000365462
P05166	9606.ENSP00000419027
Q9P2E7	9606.ENSP00000264360
Q9NPG4	9606.ENSP00000231484
Q96QU1	9606.ENSP00000363068
Q96JQ0	9606.ENSP00000299441
O14917	9606.ENSP00000367151
Q9HCL0	9606.ENSP00000355082
Q8TAB3	9606.ENSP00000362125
Q8N6Y1	9606.ENSP00000387250
Q6V1P9	9606.ENSP00000485514
Q9Y5H9	9606.ENSP00000431748
Q9Y5H8	9606.ENSP00000429808
Q9UN74	9606.ENSP00000435300
Q9Y5H7	9606.ENSP00000436557
Q9UN73	9606.ENSP00000433378
Q9UN72	9606.ENSP00000436426
Q9Y5H6	9606.ENSP00000434655
Q9Y5H5	9606.ENSP00000436042
Q9Y5I2	9606.ENSP00000304234
Q9Y5I1	9606.ENSP00000381636
Q9UN75	9606.ENSP00000381628
Q9Y5I0	9606.ENSP00000289272
Q9Y5F3	9606.ENSP00000307234
Q9Y5E7	9606.ENSP00000194155
Q9Y5E6	9606.ENSP00000231130
Q9Y5E5	9606.ENSP00000194152
Q9Y5E4	9606.ENSP00000231134
Q9Y5E3	9606.ENSP00000231136
Q9Y5E2	9606.ENSP00000231137
Q9UN66	9606.ENSP00000239444
Q9Y5E1	9606.ENSP00000478606
Q9UN67	9606.ENSP00000239446
Q9Y5F2	9606.ENSP00000346802
Q9Y5F1	9606.ENSP00000239450
Q9Y5E9	9606.ENSP00000239449
Q9Y5E8	9606.ENSP00000231173
Q9NRJ7	9606.ENSP00000477314
Q9H158	9606.ENSP00000253807
Q9Y5I4	9606.ENSP00000289269
Q9Y5H4	9606.ENSP00000431083
Q9Y5H1	9606.ENSP00000378077
Q9Y5H0	9606.ENSP00000253812
Q9Y5G9	9606.ENSP00000458570
Q9Y5G8	9606.ENSP00000429834
Q9Y5G7	9606.ENSP00000429601
Q9Y5G6	9606.ENSP00000430024
Q9Y5G5	9606.ENSP00000381605
Q9Y5G4	9606.ENSP00000460274
Q9Y5H3	9606.ENSP00000381611
Q9Y5H2	9606.ENSP00000381589
O60330	9606.ENSP00000252085
Q9Y5G3	9606.ENSP00000429273
Q9Y5G2	9606.ENSP00000429018
Q9Y5G1	9606.ENSP00000461862
Q9UN71	9606.ENSP00000428288
Q9Y5G0	9606.ENSP00000478258
Q9Y5F9	9606.ENSP00000428603
Q9Y5F8	9606.ENSP00000381594
Q9UN70	9606.ENSP00000312070
Q9Y5F7	9606.ENSP00000306918
Q9Y5F6	9606.ENSP00000252087
Q08174	9606.ENSP00000287008
O60245	9606.ENSP00000441802
O95206	9606.ENSP00000367177
Q9HC56	9606.ENSP00000367096
Q4G0U5	9606.ENSP00000393222
O94913	9606.ENSP00000298281
Q96NT5	9606.ENSP00000480703
Q9BSM1	9606.ENSP00000233630
P35227	9606.ENSP00000482063
Q3KNV8	9606.ENSP00000354724
Q86SE9	9606.ENSP00000445704
Q9BYE7	9606.ENSP00000358862
Q15645	9606.ENSP00000166345
P35558	9606.ENSP00000319814
Q16822	9606.ENSP00000216780
Q7Z2X4	9606.ENSP00000375907
Q9Y6V0	9606.ENSP00000334319
Q15154	9606.ENSP00000327077
Q96MG8	9606.ENSP00000353739
Q9NV79	9606.ENSP00000307854
P12004	9606.ENSP00000368458
Q8WW12	9606.ENSP00000265260
O95613	9606.ENSP00000352572
Q15113	9606.ENSP00000223061
Q9UKZ9	9606.ENSP00000295992
Q8IVA1	9606.ENSP00000310585
P48539	9606.ENSP00000329403
P42785	9606.ENSP00000377055
Q9UHG2	9606.ENSP00000218230
Q6UW60	9606.ENSP00000300954
Q92824	9606.ENSP00000446280
P29122	9606.ENSP00000482760
Q16549	9606.ENSP00000325917
Q8NBP7	9606.ENSP00000303208
Q96RV3	9606.ENSP00000304192
A6NKB5	9606.ENSP00000258229
Q9H6A9	9606.ENSP00000347931
Q63HM2	9606.ENSP00000317396
P49585	9606.ENSP00000292823
Q9Y5K3	9606.ENSP00000368439
Q99447	9606.ENSP00000442050
Q9UHG3	9606.ENSP00000387654
Q8NBM8	9606.ENSP00000274569
Q9NZQ7	9606.ENSP00000370989
Q9BQ51	9606.ENSP00000380855
Q9Y5Y4	9606.ENSP00000332812
Q13258	9606.ENSP00000303424
Q9BUL8	9606.ENSP00000376506
Q8WUM4	9606.ENSP00000411825
Q15116	9606.ENSP00000335062
Q16342	9606.ENSP00000439467
Q53EL6	9606.ENSP00000280154
O14737	9606.ENSP00000466214
O75340	9606.ENSP00000264933
Q8N8D1	9606.ENSP00000204549
Q8N4E4	9606.ENSP00000295645
Q9H2J4	9606.ENSP00000264254
Q9BRP1	9606.ENSP00000246535
Q9Y233	9606.ENSP00000438284
Q9HCR9	9606.ENSP00000286063
Q6L8Q7	9606.ENSP00000309142
P54750	9606.ENSP00000410309
Q01064	9606.ENSP00000243052
Q14123	9606.ENSP00000379496
O00408	9606.ENSP00000334910
Q14432	9606.ENSP00000351957
Q13370	9606.ENSP00000282096
P27815	9606.ENSP00000370078
Q07343	9606.ENSP00000332116
Q08493	9606.ENSP00000347689
Q08499	9606.ENSP00000345502
O76074	9606.ENSP00000347046
P16499	9606.ENSP00000255266
P35913	9606.ENSP00000420295
P51160	9606.ENSP00000360502
O43924	9606.ENSP00000287600
Q13946	9606.ENSP00000385632
Q9NP56	9606.ENSP00000310661
O60658	9606.ENSP00000311453
O95263	9606.ENSP00000264917
O76083	9606.ENSP00000291539
P04085	9606.ENSP00000346508
P01127	9606.ENSP00000330382
Q9NRA1	9606.ENSP00000422464
Q9GZP0	9606.ENSP00000376865
P07237	9606.ENSP00000327801
Q13087	9606.ENSP00000219406
P30101	9606.ENSP00000300289
P13667	9606.ENSP00000286091
Q14554	9606.ENSP00000323313
Q15084	9606.ENSP00000385385
Q8N807	9606.ENSP00000305465
Q9Y2S7	9606.ENSP00000475924
Q9BY77	9606.ENSP00000397927
Q8N165	9606.ENSP00000363389
Q15118	9606.ENSP00000376352
Q15119	9606.ENSP00000420927
Q15120	9606.ENSP00000387536
Q16654	9606.ENSP00000005178
O00151	9606.ENSP00000360305
Q96JY6	9606.ENSP00000312634
Q53GG5	9606.ENSP00000284770
P50479	9606.ENSP00000253754
Q96HC4	9606.ENSP00000480359
Q9NR12	9606.ENSP00000348099
Q9P0J1	9606.ENSP00000379503
Q9P2J9	9606.ENSP00000309548
Q8WWR9	9606.ENSP00000304926
O15530	9606.ENSP00000344220
Q86YL7	9606.ENSP00000294489
Q8NCN5	9606.ENSP00000288050
Q9NUG6	9606.ENSP00000202017
Q29RF7	9606.ENSP00000303427
Q9NTI5	9606.ENSP00000313851
P52945	9606.ENSP00000370421
Q6P996	9606.ENSP00000379691
O00764	9606.ENSP00000291565
Q9NZ53	9606.ENSP00000345359
P01213	9606.ENSP00000440185
Q5EBL8	9606.ENSP00000239666
Q13113	9606.ENSP00000294338
O15018	9606.ENSP00000402033
Q76G19	9606.ENSP00000164640
Q9H5P4	9606.ENSP00000480489
Q8NEN9	9606.ENSP00000334642
Q8IXQ8	9606.ENSP00000441685
P34995	9606.ENSP00000292513
P43116	9606.ENSP00000245457
P43115	9606.ENSP00000349003
P35408	9606.ENSP00000302846
Q15121	9606.ENSP00000357055
Q9H792	9606.ENSP00000452796
Q6ZS72	9606.ENSP00000345102
Q5VY43	9606.ENSP00000344465
Q13951	9606.ENSP00000415151
P30086	9606.ENSP00000261313
Q96S96	9606.ENSP00000256404
P16284	9606.ENSP00000457421
Q9BY49	9606.ENSP00000265322
Q9H1Q7	9606.ENSP00000353868
Q96HM7	9606.ENSP00000446688
P36955	9606.ENSP00000254722
Q9UBV8	9606.ENSP00000362807
Q86TG7	9606.ENSP00000418944
Q9GZU2	9606.ENSP00000326581
Q96FA3	9606.ENSP00000351789
Q9HAT8	9606.ENSP00000267460
Q8N2H9	9606.ENSP00000322532
Q9BRX2	9606.ENSP00000274311
Q8IZL8	9606.ENSP00000301396
Q9UBM1	9606.ENSP00000255389
Q9NZ42	9606.ENSP00000468411
P01210	9606.ENSP00000324248
Q96RR1	9606.ENSP00000309595
P0DJD8	9606.ENSP00000322192
P0DJD7	9606.ENSP00000367391
P0DJD9	9606.ENSP00000309542
P20142	9606.ENSP00000362116
P12955	9606.ENSP00000244137
Q8NDH3	9606.ENSP00000348395
O60437	9606.ENSP00000340510
O15534	9606.ENSP00000314420
O15055	9606.ENSP00000254657
P56645	9606.ENSP00000482093
P11678	9606.ENSP00000225371
P14222	9606.ENSP00000398568
P41219	9606.ENSP00000257860
P22079	9606.ENSP00000262290
Q5SV97	9606.ENSP00000414022
P05164	9606.ENSP00000225275
Q96FX8	9606.ENSP00000397157
P07202	9606.ENSP00000318820
O00541	9606.ENSP00000346725
O60683	9606.ENSP00000288774
O00623	9606.ENSP00000482609
Q92968	9606.ENSP00000295030
O75381	9606.ENSP00000349016
Q9Y5Y5	9606.ENSP00000241041
P40855	9606.ENSP00000357051
O43933	9606.ENSP00000248633
Q7Z412	9606.ENSP00000331106
P28328	9606.ENSP00000349543
P56589	9606.ENSP00000356563
Q8IYB4	9606.ENSP00000419975
P50542	9606.ENSP00000391601
Q13608	9606.ENSP00000303511
O00628	9606.ENSP00000315680
Q96BD5	9606.ENSP00000398824
Q96EK2	9606.ENSP00000324403
P43088	9606.ENSP00000359793
P10720	9606.ENSP00000226524
O60925	9606.ENSP00000261813
Q9UHV9	9606.ENSP00000356989
P61758	9606.ENSP00000286428
Q9NQP4	9606.ENSP00000360473
Q99471	9606.ENSP00000447942
O15212	9606.ENSP00000378563
P17858	9606.ENSP00000269848
P08237	9606.ENSP00000345771
Q01813	9606.ENSP00000370517
Q9BZM1	9606.ENSP00000243501
Q9BX93	9606.ENSP00000362123
Q9H720	9606.ENSP00000226432
P18669	9606.ENSP00000359991
P15259	9606.ENSP00000297283
Q8N0Y7	9606.ENSP00000412189
Q96HS1	9606.ENSP00000438465
Q75T13	9606.ENSP00000346809
Q9UHJ9	9606.ENSP00000278243
Q96FM1	9606.ENSP00000300658
Q96JS3	9606.ENSP00000259883
Q6P3X8	9606.ENSP00000331643
Q96DM1	9606.ENSP00000380872
Q8N414	9606.ENSP00000431404
P98160	9606.ENSP00000363827
P16112	9606.ENSP00000387356
Q96GW7	9606.ENSP00000331210
P15428	9606.ENSP00000296522
Q9H7Z7	9606.ENSP00000345341
P16234	9606.ENSP00000257290
P09619	9606.ENSP00000261799
Q15198	9606.ENSP00000444211
Q32M88	9606.ENSP00000387185
P23219	9606.ENSP00000354612
P35354	9606.ENSP00000356438
P00558	9606.ENSP00000362413
P07205	9606.ENSP00000305995
Q8NBL1	9606.ENSP00000295588
P36871	9606.ENSP00000360124
Q6PCE3	9606.ENSP00000298198
Q96G03	9606.ENSP00000371393
Q15124	9606.ENSP00000379678
Q9NXJ5	9606.ENSP00000269919
Q32NB8	9606.ENSP00000262764
A6NDG6	9606.ENSP00000330918
O00264	9606.ENSP00000217971
O15173	9606.ENSP00000429301
O75594	9606.ENSP00000008938
Q96PD5	9606.ENSP00000345968
Q96LB9	9606.ENSP00000290722
Q96LB8	9606.ENSP00000352672
P21810	9606.ENSP00000327336
P07585	9606.ENSP00000052754
Q92696	9606.ENSP00000382341
P53609	9606.ENSP00000404676
P53611	9606.ENSP00000317473
P00439	9606.ENSP00000448059
Q9NWQ8	9606.ENSP00000220597
Q9C0D0	9606.ENSP00000329880
O75167	9606.ENSP00000417038
Q96KR7	9606.ENSP00000360054
Q8IZ21	9606.ENSP00000362942
Q9H814	9606.ENSP00000297540
Q99623	9606.ENSP00000441875
P35232	9606.ENSP00000479488
P78364	9606.ENSP00000440674
Q8IXK0	9606.ENSP00000257118
Q8NDX5	9606.ENSP00000420294
P78562	9606.ENSP00000368682
Q8WUB8	9606.ENSP00000341805
Q9UIL8	9606.ENSP00000367570
Q96QT6	9606.ENSP00000329933
Q86YI8	9606.ENSP00000366876
O94880	9606.ENSP00000385795
Q5T6S3	9606.ENSP00000483946
O43189	9606.ENSP00000363640
Q9BVI0	9606.ENSP00000363124
Q9BUL5	9606.ENSP00000322579
Q9UPV7	9606.ENSP00000242315
O75151	9606.ENSP00000352185
Q92576	9606.ENSP00000262043
Q7RTV0	9606.ENSP00000216252
Q8IWS0	9606.ENSP00000329097
Q9BWX1	9606.ENSP00000333024
Q9UPP1	9606.ENSP00000350676
C9JFL3	9606.ENSP00000410024
Q96FC7	9606.ENSP00000362987
Q8WWQ0	9606.ENSP00000275034
Q16816	9606.ENSP00000445440
P15735	9606.ENSP00000455607
Q8WV24	9606.ENSP00000266671
Q53GA4	9606.ENSP00000319231
Q9Y5J5	9606.ENSP00000356280
Q86UU1	9606.ENSP00000354498
Q86SQ0	9606.ENSP00000405405
Q6NSJ2	9606.ENSP00000292140
P80108	9606.ENSP00000230036
O60346	9606.ENSP00000262719
Q6ZVD8	9606.ENSP00000457991
Q13371	9606.ENSP00000259467
Q9Y3A3	9606.ENSP00000315702
Q8TCT1	9606.ENSP00000406909
Q8TCD6	9606.ENSP00000481046
P20941	9606.ENSP00000375855
Q9NRX4	9606.ENSP00000247665
Q9P1Y6	9606.ENSP00000264555
Q9H0N5	9606.ENSP00000421544
P61457	9606.ENSP00000299299
Q9UMS5	9606.ENSP00000358617
Q8N3S3	9606.ENSP00000403042
O14813	9606.ENSP00000298231
Q99453	9606.ENSP00000226382
Q5SRE7	9606.ENSP00000309515
Q92561	9606.ENSP00000415491
O43692	9606.ENSP00000260113
Q6UXB8	9606.ENSP00000362778
P43119	9606.ENSP00000291294
Q99570	9606.ENSP00000349205
Q8WYR1	9606.ENSP00000392812
Q5UE93	9606.ENSP00000480157
P48426	9606.ENSP00000365757
P78356	9606.ENSP00000482548
Q8TBX8	9606.ENSP00000347032
P42356	9606.ENSP00000255882
Q9UBF8	9606.ENSP00000357869
Q99755	9606.ENSP00000357883
O14986	9606.ENSP00000265382
O60331	9606.ENSP00000466363
Q5T9C9	9606.ENSP00000373399
Q15735	9606.ENSP00000333262
Q8IYJ0	9606.ENSP00000442157
O75925	9606.ENSP00000249636
O75928	9606.ENSP00000465676
Q9Y6X2	9606.ENSP00000376765
Q8N2W9	9606.ENSP00000262971
Q8WXW3	9606.ENSP00000317144
Q13492	9606.ENSP00000377015
Q9NRD5	9606.ENSP00000385205
Q9HB75	9606.ENSP00000337797
Q92508	9606.ENSP00000301015
Q9H5I5	9606.ENSP00000421377
Q9H611	9606.ENSP00000328174
Q8TCI5	9606.ENSP00000358753
P37287	9606.ENSP00000369820
Q92521	9606.ENSP00000164305
Q92535	9606.ENSP00000356702
Q07326	9606.ENSP00000281382
Q5H8A4	9606.ENSP00000415203
Q14442	9606.ENSP00000216452
Q9Y2B2	9606.ENSP00000225609
Q9H3S5	9606.ENSP00000357069
O95427	9606.ENSP00000350263
Q8TEQ8	9606.ENSP00000367880
P57054	9606.ENSP00000420037
Q9BRB3	9606.ENSP00000026218
P01833	9606.ENSP00000348888
Q96S52	9606.ENSP00000309430
Q969N2	9606.ENSP00000279036
Q9H490	9606.ENSP00000217446
Q9NUD9	9606.ENSP00000363260
Q7Z7B1	9606.ENSP00000482202
Q8TBF5	9606.ENSP00000296333
Q3MUY2	9606.ENSP00000432688
Q86VD9	9606.ENSP00000413405
Q9NWS0	9606.ENSP00000262265
Q8WWB5	9606.ENSP00000280350
Q9NQM4	9606.ENSP00000441930
Q9UKJ1	9606.ENSP00000198536
Q9UKJ0	9606.ENSP00000410764
P11309	9606.ENSP00000362608
Q9P1W9	9606.ENSP00000365692
Q86V86	9606.ENSP00000353824
Q9BSJ6	9606.ENSP00000250056
P22061	9606.ENSP00000356354
Q13526	9606.ENSP00000247970
Q9Y237	9606.ENSP00000362773
Q9H307	9606.ENSP00000216832
Q9BXM7	9606.ENSP00000364204
A6NC86	9606.ENSP00000479240
Q96BK5	9606.ENSP00000318966
Q9GZU8	9606.ENSP00000335808
Q00169	9606.ENSP00000316809
P48739	9606.ENSP00000321266
P12273	9606.ENSP00000291009
P0C851	9606.ENSP00000462046
O00625	9606.ENSP00000369786
Q9UG56	9606.ENSP00000371586
P28069	9606.ENSP00000342931
Q9UKF7	9606.ENSP00000464006
Q9GZP4	9606.ENSP00000246151
O00562	9606.ENSP00000348772
Q9BZ72	9606.ENSP00000322218
Q9BZ71	9606.ENSP00000262483
P78337	9606.ENSP00000265340
Q99697	9606.ENSP00000304169
O75364	9606.ENSP00000359019
Q96J94	9606.ENSP00000245255
Q8TC59	9606.ENSP00000349208
Q7Z3Z3	9606.ENSP00000330031
Q7Z3Z4	9606.ENSP00000299001
Q8NG27	9606.ENSP00000355014
O43164	9606.ENSP00000354775
Q0ZLH3	9606.ENSP00000386647
Q9NWT1	9606.ENSP00000368887
Q8TDX9	9606.ENSP00000289672
Q7Z442	9606.ENSP00000485172
Q7Z443	9606.ENSP00000480090
Q9P0L9	9606.ENSP00000325296
Q9NZM6	9606.ENSP00000290431
Q8NEB9	9606.ENSP00000262039
P42336	9606.ENSP00000263967
P42338	9606.ENSP00000289153
O00329	9606.ENSP00000366563
P48736	9606.ENSP00000352121
Q9ULU4	9606.ENSP00000420095
P98161	9606.ENSP00000262304
Q13563	9606.ENSP00000237596
Q504Y2	9606.ENSP00000294964
Q9NTG1	9606.ENSP00000253255
Q96PX9	9606.ENSP00000283426
Q9HB21	9606.ENSP00000357986
Q9HB19	9606.ENSP00000482228
