hsa:7529	P31946;V9HWD6
hsa:114785	Q96DN6;A0A024RBA3;Q6P0P0
hsa:51562	Q9NS73;B2RCV0
hsa:4153	P11226
hsa:255374	A4D2B0
hsa:153364	Q68D91;B3KY36
hsa:4154	Q9NR56
hsa:10150	Q5VZF2
hsa:55796	Q9NUK0
hsa:154141	Q6ZNC8
hsa:129642	Q6ZWT7
hsa:619373	Q96T53
hsa:10162	Q6P1A2
hsa:79143	Q96N66
hsa:343263	A2RUH7
hsa:4155	P02686;A0A024R384
hsa:91304	Q4ZIN3;B3KTL0
hsa:54799	Q05BQ5
hsa:8720	Q14703
hsa:51360	O43462
hsa:4159	P41968
hsa:4160	P32245
hsa:4161	P33032
hsa:9521	O43324
hsa:55729	Q6VMQ6;A0A024RAY1;B3KNI7;B3KQF8
hsa:80063	Q5U623
hsa:123096	Q8N8R3
hsa:788	O43772
hsa:56922	Q96RQ3;A0A0S2Z693
hsa:64087	Q9HCC0;A0A140VK29
hsa:401250	P59942;A0A1U9X802
hsa:8732	O60942;Q7Z3R6
hsa:84693	Q96PE7
hsa:199675	Q8IX19;A0A384NYE9
hsa:8731	O43148
hsa:23263	O15068
hsa:4168	P10911;B2R9S6
hsa:90411	Q8NI22
hsa:2847	Q99705
hsa:84539	Q969V1
hsa:5367	P20382
hsa:345643	D6RGH6
hsa:4170	Q07820
hsa:57192	Q9GZU1
hsa:255231	Q8IZK6
hsa:55283	Q8TDD5
hsa:55388	Q7L590
hsa:4171	P49736
hsa:4172	P25205;A0A0S2Z4T1
hsa:4173	P33991;B4DLA6
hsa:4174	P33992;B1AHB0
hsa:4175	Q14566
hsa:4176	P33993;A0A0S2Z4A5;C6EMX8
hsa:84515	Q9UJA3
hsa:254394	Q9NXL9
hsa:79892	Q9BTE3
hsa:157777	Q4G0Z9
hsa:79648	Q8NEM0
hsa:4179	P15529
hsa:348262	C9JLW8;A0A024R8R5
hsa:84331	Q9BUT9
hsa:10445	Q96EZ8
hsa:4306	P08235;B0ZBF6
hsa:4184	P49901;Q5T7P5
hsa:79772	Q6DN14;B7Z4G1
hsa:55784	Q6DN12
hsa:28985	Q9ULC4
hsa:55013	Q9NWR8
hsa:63933	Q96AQ8;A0A384NPW7
hsa:90550	Q8NE86
hsa:116931	Q86YW9;B3KXY0
hsa:23389	Q71F56
hsa:8379	Q9Y6D9
hsa:9587	Q15013
hsa:4085	Q13257
hsa:10459	Q9UI95;A0A024R4I4
hsa:9656	Q14676;A0A1U9XBC1;A1Z5I9
hsa:91748	Q6PJG2;A0A024R689
hsa:29969	Q9P1T7
hsa:4188	Q99750;A0A024RCY2
hsa:266727	Q8NFP4
hsa:161357	Q7Z553
hsa:130752	Q5I0G3
hsa:4190	P40925;V9HWF2
hsa:4191	P40926;A0A024R4K3;B3KTM1
hsa:56890	Q8TC05
hsa:4193	Q00987
hsa:4194	O15151;Q59FS6
hsa:23195	Q9NU22
hsa:5243	P08183;A4D1D2
hsa:5244	P21439
hsa:259283	Q8NDY4
hsa:4201	Q16626
hsa:57707	Q6P9B6;A8K5C2
hsa:2122	Q03112
hsa:4204	P51608;D3YJ43;Q59FJ6
hsa:51102	Q9BV79
hsa:84246	Q9BTT4
hsa:400569	Q9P086
hsa:9968	Q93074
hsa:9969	Q9UHV7;A0A024QZ75
hsa:9282	O60244
hsa:51586	Q96RN5;Q6PKB8
hsa:10025	Q9Y2X0
hsa:9440	Q9NVC6
hsa:54797	Q9BUE0
hsa:219541	A0JLT2;A0A494C0Y4
hsa:5469	Q15648
hsa:9477	Q9H944
hsa:9412	Q13503;A0A024RAW0
hsa:6837	Q15528;A0A024R8C5
hsa:9439	Q9ULK4
hsa:9862	O75448
hsa:81857	Q71SY5
hsa:9441	O95402
hsa:9442	Q6P2C8;A0A024R8B7
hsa:80306	Q9H204
hsa:55588	Q9NX70;B4DUA7
hsa:90390	Q96HR3
hsa:51003	Q9Y3C7
hsa:29079	Q9NPJ6;A0A024RDY7
hsa:10001	O75586
hsa:9443	O43513;Q6IAZ5
hsa:112950	Q96G25
hsa:55090	Q9NWA0
hsa:84935	Q5VYS4
hsa:4205	Q02078;A0A0S2Z4N0
hsa:100271849	Q02080;A0A024R7K5
hsa:4207	Q02080;A0A024R7N0
hsa:4208	Q06413;A0A024RAL7
hsa:4209	Q14814
hsa:4210	O15553
hsa:84466	Q96KG7
hsa:84465	A6BM72
hsa:1953	O75095
hsa:1954	Q7Z7M0
hsa:1955	Q9H1U4
hsa:150365	Q5TIA1;Q4G0I1
hsa:101928601	A8MW99
hsa:644890	Q5JSS6
hsa:728637	A0A087WXM9
hsa:254528	Q8N635
hsa:284071	A2RUB1
hsa:4211	O00470
hsa:4212	O14770;B3KPD8
hsa:56917	Q99687;A0A024R0W2;Q49A38
hsa:9833	Q14680
hsa:79083	Q9BV36
hsa:79674	Q14D04
hsa:51072	Q9Y316;A8K3Y8
hsa:4221	O00255;A0A024R5D2
hsa:54964	Q9BUN1
hsa:4222	P50221
hsa:4223	P50222
hsa:4224	Q16819
hsa:4225	Q16820
hsa:79084	Q9BQA1;A0A024R0H7
hsa:56257	Q7L2J0
hsa:56955	Q9NQ76;A0A024RDD1;Q8NC19
hsa:100288413	Q9H9K5
hsa:89927	Q96MC5;A0A024QZI8
hsa:4771	P35240;A0A024R1J8
hsa:10461	Q12866
hsa:23184	Q14696
hsa:374659	Q8N4P3
hsa:55897	Q9BRJ9
hsa:145873	Q0VG99
hsa:4232	Q5EB52;A0A024R768
hsa:57721	Q9HCE5
hsa:196074	A6NJ78
hsa:79066	Q86W50
hsa:64745	Q9H7H0;A0A0S2Z5L8
hsa:92342	O95568;A0A024R8Y7
hsa:79091	Q9BUU2
hsa:124512	Q86XA0;A0A024R8M5
hsa:728464	Q5JXM2
hsa:84190	Q8N6Q8
hsa:155368	Q8N6F8
hsa:339175	Q96IZ6;B3KM33
hsa:55798	Q6P1Q9
hsa:25840	Q9H8H3;A0A024R118
hsa:196410	Q6UX53
hsa:4548	Q99707
hsa:4143	Q00266
hsa:4144	P31153;A0A140VJP5
hsa:64863	Q8N3J2
hsa:29081	Q9NRN9
hsa:131965	Q8TCB7
hsa:79828	Q9H825
hsa:51108	Q9H1A3
hsa:284207	Q641Q3
hsa:79006	Q9UJH8
hsa:4233	P08581;A0A024R759
hsa:92312	A1L020
hsa:84206	Q6ZN04
hsa:51320	Q5U5Q3
hsa:399664	Q86XN8
hsa:79847	Q14CX5
hsa:64645	Q96MC6
hsa:84641	Q5SR56
hsa:23101	Q86YR7
hsa:9848	O75121
hsa:4236	P55081
hsa:4237	P55001;A0A024RA94
hsa:4238	P55082
hsa:4239	P55083
hsa:8076	Q13361;B3KW70
hsa:148808	Q8N468;Q96KX6
hsa:56947	Q9GZY8
hsa:4240	Q08431
hsa:9258	Q9Y4C4
hsa:55669	Q8IWA4
hsa:9927	O95140
hsa:4242	O00587
hsa:56181	Q9H019;A0A0S2Z5H6
hsa:51312	Q9NYZ2;Q71JB2
hsa:81894	Q96A46
hsa:83552	Q9BY79
hsa:10227	Q14728
hsa:79157	O43934;A0A024R8U7
hsa:126321	Q6NUT3
hsa:388931	A6NFX1
hsa:91749	Q5TF39;B3KSA1
hsa:162387	Q8IWD5
hsa:64747	Q9H3U5
hsa:113655	Q96ES6
hsa:84975	Q6N075
hsa:54842	Q6ZSS7
hsa:256471	Q8NHS3
hsa:84804	Q8NBP5;B4DKY6
hsa:81034	Q9H2D1
hsa:93432	Q2M2H8
hsa:23269	Q8IWI9
hsa:4245	P26572
hsa:4247	Q10469
hsa:4248	Q09327
hsa:8972	O43451
hsa:145553	Q86V88
hsa:11343	Q99685
hsa:92667	Q9BQP7
hsa:4255	P16455;B4DEE8
hsa:55110	Q96A72;A0A023T6R1
hsa:4116	P61326
hsa:4256	P08493;A0A024RAX0
hsa:23295	O60291
hsa:4257	P10620;A0A024RAX2
hsa:4258	Q99735
hsa:4259	O14880;A0A024R8Z1
hsa:11320	Q9UM21
hsa:11282	Q9UQ53
hsa:25834	Q9UBM8
hsa:152586	A6NG13
hsa:4249	Q09328
hsa:146664	Q3V5L5
hsa:128826	Q9H1L0
hsa:57409	A9UHW6;A0A0S2Z5K9
hsa:4253	Q96PC5
hsa:131474	Q8N4Q1;A0A024R2I5
hsa:8190	Q16674;A0A024R0P1
hsa:57534	Q86YT6
hsa:142678	Q96AX9
hsa:440574	Q5TGZ0
hsa:125988	Q5XKP0
hsa:54927	Q9NX63;A4D1N4
hsa:84303	Q9BRQ6
hsa:79135	Q9BUR5
hsa:139322	Q6UXV4
hsa:10989	Q16891
hsa:64780	Q8TDZ2
hsa:9645	O94851
hsa:57553	Q7RTP6
hsa:100507436	Q29983
hsa:4277	Q29980;X6R344
hsa:84953	Q6ZW33
hsa:10367	Q9BPX6
hsa:221154	Q8IYU8;A0A0S2Z6V5
hsa:286097	Q86XE3
hsa:125170	Q96C03
hsa:54471	Q9NQG6;A0A024R1L3
hsa:90007	Q504T8
hsa:132671	Q8TC71;A0A140VKF4
hsa:84299	Q9BRT3
hsa:57708	Q8N108
hsa:54531	Q8N344
hsa:166968	Q7Z3K6
hsa:4282	P14174;I4AY87
hsa:374986	Q8NAN2
hsa:84895	Q7L4E1
hsa:60672	Q5JXC2
hsa:85377	Q8N3F8
hsa:79778	Q8IY33;Q6UWK3
hsa:284021	Q7Z6M3
hsa:4969	P20774;A8K0R3;B4DI63;Q7Z532
hsa:50488	Q8N4C8
hsa:9562	Q9UNW1
hsa:23013	Q96T58
hsa:55793	Q8N5J2
hsa:54629	Q8NBR6
hsa:80013	Q9H8M7
hsa:84182	Q4G0A6
hsa:55586	Q9UGB7
hsa:54468	Q9NXC5;A0A024RA24
hsa:4285	Q99797
hsa:145282	Q8TD10;A8K735
hsa:26146	Q8TDR0
hsa:4284	P30301
hsa:55288	Q8IXI2
hsa:89941	Q8IXI1
hsa:79003	Q9H081
hsa:113230	Q96FF7
hsa:126353	Q8IVT2
hsa:93487	Q8NDC0
hsa:268	P03971
hsa:129531	Q8WV92
hsa:4286	O75030
hsa:79714	Q96ER9
hsa:11194	Q9NUT2
hsa:83881	Q9H2W2;A0A024R3T7
hsa:5594	P28482;Q1HBJ4;Q499G7
hsa:5595	P27361;L7RXH5
hsa:5596	P31152
hsa:5597	Q16659
hsa:5598	Q13164;A0A024QZ20
hsa:5599	P45983;A1L4K2
hsa:5601	P45984
hsa:5602	P53779;A0A286YF97
hsa:5600	Q15759
hsa:6300	P53778
hsa:5603	O15264;A0A024RD04
hsa:1432	Q16539;L7RSM2
hsa:225689	Q8TD08
hsa:84365	Q9BYG3
hsa:8195	Q9NPJ1;B7Z3W9
hsa:4289	Q9UL63;B4DG30
hsa:8569	Q9BUB5
hsa:2872	Q9HBH9;B3KS07
hsa:23608	Q9UHC7
hsa:23609	Q9H000
hsa:7681	Q13064
hsa:100129480	H3BPM6
hsa:54903	Q9NXB0
hsa:91147	Q5HYA8
hsa:283078	Q8IYA7
hsa:4192	P21741
hsa:10627	P19105
hsa:103910	O14950
hsa:23209	Q15049;A0A024R4V4
hsa:9761	Q14165
hsa:4291	P58340;A0A0S2Z4U8;Q5HYH4;B2RD48
hsa:8079	Q15773;Q5U0N1;A8K1F4
hsa:4292	P40692
hsa:27030	Q9UHC1
hsa:90523	Q5VWP3
hsa:197259	Q8NB16
hsa:100507027	P0DMT0
hsa:84557	Q9H492
hsa:81631	Q9GZQ8;Q658J6
hsa:440738	Q9BXW4
hsa:58498	Q01449
hsa:29895	Q96A32;A0A024QZG6
hsa:4633	P10916;Q6IB42
hsa:22877	Q9HAP2
hsa:51085	Q9NP71
hsa:6945	Q9UH92
hsa:166785	Q8IVH4
hsa:326625	Q96EY8
hsa:25974	Q9Y4U1
hsa:27249	Q9H3L0
hsa:79258	Q495T6;B3KS82
hsa:93380	Q8N4V1
hsa:4319	P09238
hsa:4320	P24347;B3KQS8
hsa:4321	P39900
hsa:4322	P45452;Q53H33
hsa:4323	P50281
hsa:4324	P51511;A0A024R6U8
hsa:4325	P51512
hsa:4326	Q9ULZ9
hsa:4327	Q99542
hsa:4312	P03956;Q53G95
hsa:9313	O60882
hsa:118856	Q8N119
hsa:8510	O75900
hsa:10893	Q9Y5R2;Q86VV6
hsa:64386	Q9NPA2
hsa:56547	Q9NRE1
hsa:64066	Q9H306
hsa:79148	Q9H239;B3KV06
hsa:4313	P08253;A0A024R6R4
hsa:4314	P08254
hsa:4316	P09237
hsa:4317	P22894
hsa:4318	P14780
hsa:22915	Q13201
hsa:79812	Q9H8L6
hsa:64210	Q96T76
hsa:253714	Q6ZRQ5
hsa:4329	Q02252;A0A024R6G4
hsa:79169	Q9BU76
hsa:4330	Q10571;A0A024R1C3
hsa:23251	Q9UPX6
hsa:100127206	P59773
hsa:84057	Q9BWT6
hsa:4332	P41218;Q5VUU6
hsa:55329	Q8NEH6;B3KQ70
hsa:4335	Q99583
hsa:3110	P50219
hsa:131450	Q8TD46
hsa:344807	Q6Q8B3
hsa:10933	Q9UBU8
hsa:9643	Q15014
hsa:64112	Q96BY2
hsa:55233	Q9H8S9
hsa:92597	Q7L9L4
hsa:81532	Q70IA6
hsa:126308	Q96BX8
hsa:79817	Q86TA1
hsa:148932	Q70IA8
hsa:4336	Q13875
hsa:4338	O96007;A0A024QZS1
hsa:55034	Q96EN8
hsa:4337	Q9NZB8;A0A024RD17
hsa:27304	O95396
hsa:54802	Q9H3H1;Q3T7C7;Q53F11
hsa:4478	P26038;V9HWC0
hsa:93621	Q9Y605
hsa:29098	Q9HD47
hsa:7841	Q13724;A0A384MDR6
hsa:116255	Q96PD6
hsa:80168	Q3SYC2
hsa:346606	Q86VF5
hsa:4340	Q16653
hsa:5891	Q9UQ07
hsa:84315	Q86VX9
hsa:22879	Q7L1V2;Q6ZR87
hsa:23041	Q7Z3U7
hsa:9851	Q2KHM9
hsa:27136	Q86VD1
hsa:22880	Q9Y6X9
hsa:23515	Q14149;Q4VBZ9
hsa:79710	Q8TE76;B4DTP6
hsa:79906	Q5T089
hsa:729967	Q502X0
hsa:283385	Q6PF18
hsa:118812	Q8NDC4;A6XB87
hsa:254956	Q5VZ52
hsa:730094	Q8NHV5
hsa:4342	P00540
hsa:117247	Q8TF71
hsa:162515	Q8NCK7
hsa:387700	Q6ZSM3
hsa:201232	Q7RTY0
hsa:151473	Q7RTX9
hsa:6566	P53985;A0A024R0H1;B4DKS0
hsa:9194	O60669;A0A024RBB2
hsa:23539	O95907
hsa:9123	O15427;A0A024R8U1
hsa:9122	O15374
hsa:9121	O15375
hsa:9120	O15403;A0A024R8J3
hsa:6567	P36021
hsa:220963	Q7RTY1
hsa:4295	P12872
hsa:4343	Q9HCE1
hsa:26002	Q6UVY6
hsa:255027	Q2QL34
hsa:5604	Q02750;A4QPA9
hsa:5605	P36507
hsa:5606	P46734;Q6FI23
hsa:6416	P45985
hsa:5607	Q13163;A0A024R5Y2
hsa:5608	P52564;A8K3Y2
hsa:5609	O14733
hsa:643246	A6NCE7
hsa:347411	P0DKB6
hsa:51660	Q9Y5U8
hsa:25874	O95563;A0A024R8Z5
hsa:5250	Q00325;A0A024RBH9;Q6MZF9
hsa:8777	O75970
hsa:219972	Q2M385
hsa:10200	Q99547
hsa:993	P30304
hsa:994	P30305;B3KS38;Q6MZW8
hsa:995	P30307
hsa:4351	P34949
hsa:136647	Q8TAP9;A4D1W6
hsa:84954	Q8N594
hsa:10199	O00566
hsa:4355	Q14168;D3DX49
hsa:4356	Q13368
hsa:58538	Q96JB8
hsa:64398	Q8N3R9;Q658X5
hsa:51678	Q9NZW5;A0A024RA25
hsa:143098	Q5T2T1
hsa:54737	Q99549
hsa:10198	Q99550
hsa:23203	Q10713
hsa:9512	O75439;B3KM34;Q96CP5
hsa:758	O15442
hsa:744	Q15777
hsa:65258	Q53F39
hsa:4074	P20645
hsa:23164	Q6WCQ1
hsa:3482	P11717
hsa:9526	O75352;A0A0S2Z4W8
hsa:4358	P39210;A0A0S2Z3Z9
hsa:9019	O95297;A8K5D4
hsa:10205	O60487;A0A024R3K1
hsa:196264	Q6UWV2
hsa:114932	Q96HT8;A0A075DDR2
hsa:112609	Q96G30
hsa:56246	Q8TCY5
hsa:4360	P22897
hsa:9902	Q9UBG0
hsa:8476	Q5VT25
hsa:9578	Q9Y5S2;A0A024R6N2;Q86XZ8
hsa:55561	Q6DT37
hsa:4361	P49959;A0A024R395
hsa:55686	Q8N565
hsa:51250	Q9P0P8
hsa:196446	Q96LU7
hsa:55257	Q9NV56
hsa:116512	Q8TDS7
hsa:116534	Q86SM8;W4VSQ4
hsa:116535	Q96AM1;A0A024R5F0
hsa:386746	Q86SM5
hsa:259249	Q96LB2;W8W3P5
hsa:117194	Q96LB1
hsa:117195	Q96LB0
hsa:117196	Q96LA9
hsa:79922	Q6IN84
hsa:29960	Q9UI43;V9HWJ9
hsa:55178	Q9HC36
hsa:51149	Q6NTE8
hsa:133558	Q7Z745;Q4G0Z6;B3KXY2
hsa:727957	Q8NDA8
hsa:389690	Q6ZUA9;Q6ZMW9
hsa:642475	A6NGR9
hsa:374977	Q68CQ1;B7Z7S6
hsa:140699	Q9H579;Q6PF12
hsa:80133	Q5TGP6
hsa:4363	P33527
hsa:1244	Q92887
hsa:8714	O15438
hsa:10257	O15439;A8K2Q2
hsa:10057	O15440
hsa:368	O95255
hsa:89845	Q5T3U5;A0A024RD21
hsa:94160	Q96J65
hsa:9692	O15091
hsa:65108	P49006
hsa:57380	Q9HD23
hsa:51154	Q9UKD2;A0A024RAE1
hsa:57591	Q969V6;A4FUJ8
hsa:57496	Q9ULH7
hsa:10335	Q9Y6F6
hsa:54069	Q9NYP9
hsa:11339	O43482;A0A024R9N0
hsa:10943	Q8N5Y2
hsa:932	Q96HJ5
hsa:64232	Q9H3V2
hsa:58475	Q9GZW8;A0A024R556
hsa:345222	Q6ZTZ1
hsa:79684	Q6P1R3
hsa:91283	Q96H12;A0A024R171
hsa:84437	Q8NCY6
hsa:343930	A6NI15
hsa:4436	P43246
hsa:4437	P20585
hsa:4438	O15457
hsa:4439	O43196;A0A024RCM1
hsa:2956	P52701;Q3SWU9
hsa:4157	Q01726;Q1JUL4
hsa:4440	O43347
hsa:124540	Q96DH6
hsa:339287	Q68DK7;B3KWR7
hsa:55167	Q9HCI7
hsa:10232	Q13421
hsa:4477	P08118
hsa:6307	Q15800
hsa:692094	Q1L6U9
hsa:56180	Q9UJG1
hsa:158747	Q8NHP6
hsa:64598	O75425
hsa:4482	Q9UJ68
hsa:51734	Q9NZV6
hsa:22921	Q9Y3D2
hsa:253827	Q8IXL7
hsa:4481	P21757
hsa:5877	P47224;Q53EV1
hsa:118490	Q4VC12
hsa:11223	Q2TV78
hsa:389125	Q8IVN3
hsa:55154	Q9BUK6
hsa:83876	Q9BYG7;A0A024R2B7
hsa:4487	P28360
hsa:4488	P35548
hsa:4489	P04731
hsa:4490	P07438
hsa:4493	P04732
hsa:4494	P04733
hsa:4495	P13640
hsa:4496	P80294;A0A140VJP7
hsa:4499	Q8N339;A0A024R6T4
hsa:4501	P80297;A0A140VJP8
hsa:151194	Q8WXB1
hsa:196541	Q5VZV1
hsa:79609	Q9H867
hsa:4502	P02795
hsa:4504	P25713;A0A024R6R7
hsa:84560	P47944
hsa:9112	Q13330;Q9BRL8
hsa:9219	O94776;A0A024R534
hsa:57504	Q9BTC8
hsa:56339	Q86U44
hsa:4133	P11137;Q6NYC5
hsa:4507	Q13126;A0A384ME80
hsa:27085	Q96DY7
hsa:23787	Q9NZJ7;A8YXX5;A0A024RCX4
hsa:23788	Q9Y6C9
hsa:23255	Q9Y4B5
hsa:4515	P56278
hsa:441024	Q9H903
hsa:10797	P13995
hsa:7978	Q99551
hsa:80298	Q49AM1;A0A024RBL7
hsa:51001	Q96E29
hsa:130916	Q7Z6M4
hsa:4520	Q14872
hsa:22823	Q9Y483;Q7Z534
hsa:51537	Q9UDX5;A0A024R1E4
hsa:9650	Q15390;A0A024R7W1
hsa:113115	Q6P444
hsa:863	O75081
hsa:92170	Q9BT17
hsa:26164	Q9H4K7
hsa:9139	O43439
hsa:862	Q06455
hsa:10588	P49914
hsa:4524	P42898;Q8IU67;Q59GJ6
hsa:64779	Q2M296;B4DN17
hsa:84326	Q96S19
hsa:9633	Q9Y4I5
hsa:2862	O43193
hsa:4534	Q13496;A0A024RC06
hsa:8776	Q13613;Q8NEC6
hsa:8898	Q13614
hsa:8897	Q13615
hsa:9110	Q9NYA4
hsa:6305	O95248
hsa:9107	Q9Y217
hsa:9108	Q9Y216;B7ZAG8;B7Z9Q7
hsa:55613	Q96EF0
hsa:66036	Q96QG7
hsa:54893	Q9NXD2;X5D963
hsa:10903	A4FU01
hsa:54545	Q9C0I1
hsa:81846	Q86WG5
hsa:64419	Q8NCE2
hsa:84245	Q9BV20
hsa:51074	Q96GX9
hsa:55256	Q9BV57
hsa:25821	Q9Y2Z2
hsa:2475	P42345
hsa:136319	P58546;Q69YG1
hsa:4547	P55157
hsa:4543	P48039
hsa:4544	P49286
hsa:9248	Q13585
hsa:23517	P42285;Q3MHC9
hsa:4552	Q9UBK8
hsa:9788	O43312
hsa:92154	Q765P7
hsa:55687	O75648
hsa:222166	Q8N3F0
hsa:57509	Q9ULD2
hsa:23281	Q5JR59;J3KQA9
hsa:4580	Q13505
hsa:10651	O75431
hsa:345778	Q5HYI7
hsa:10071	Q9UKN1
hsa:56667	Q9H3R2
hsa:143662	Q8N387
hsa:94025	Q8WXI7;B3KY81
hsa:140453	Q685J3
hsa:4162	P43121;A0A024R3I5
hsa:283463	Q7Z5P9
hsa:4582	P15941;A0A087X2A4
hsa:200958	Q8N307
hsa:394263	Q5SSG8
hsa:100507679	E2RYF6
hsa:8763	Q04900
hsa:4584	Q02505;Q9H3Q6
hsa:4585	Q99102;A0T3F4
hsa:4586	P98088
hsa:727897	Q9HC84
hsa:4588	Q6W4X9
hsa:4589	Q8TAX7
hsa:51705	Q9ULC0;Q4W5J1
hsa:118430	Q96DR8
hsa:135656	Q3MIW9;E9PEI6
hsa:79594	Q969V5
hsa:80198	Q96NY9;Q53ES5
hsa:9242	O60682
hsa:4593	O15146
hsa:54932	Q8N9H8
hsa:4594	P22033;A0A024RD82;B2R6K1
hsa:4595	Q9UIF7;E5KP26
hsa:4597	P53602
hsa:9961	Q14764;X5D2M8
hsa:4599	P20591
hsa:4600	P20592
hsa:4601	P50539
hsa:25878	Q9NR99
hsa:439921	P84157
hsa:54587	Q9BRK3
hsa:80022	Q96JP2;Q9H614
hsa:399687	Q92614
hsa:84700	Q8IUG5
hsa:91663	Q96S97;A0A024R4N0
hsa:4603	P10243
hsa:4605	P10244
hsa:4608	Q13203
hsa:84073	Q8TBZ2;A0A140VK87;B4DZQ1
hsa:4602	P10242;Q708E9
hsa:23077	O75592
hsa:26292	Q99417
hsa:93649	Q8IZQ8
hsa:4610	P12524
hsa:4613	P04198
hsa:10260	Q7Z401
hsa:80177	Q8N699
hsa:114134	Q96QE2
hsa:4609	P01106
hsa:4615	Q99836;A0A0A0MS70
hsa:56005	Q969H8
hsa:50804	Q9P2K5
hsa:26579	Q96EZ4;A0A024R5F1;A8K256
hsa:4617	P13349
hsa:4618	P23409
hsa:4151	P02144;A0A1K0FU49
hsa:4628	P35580
hsa:4629	P35749;A0A024QZJ4
hsa:8735	Q9UKX3
hsa:79784	Q7Z406
hsa:22989	Q9Y2K3
hsa:4619	P12882
hsa:4620	Q9UKX2
hsa:4621	P11055;Q5GJ67
hsa:4622	Q9Y623
hsa:4624	P13533
hsa:57644	A7E2Y1
hsa:4625	P12883
hsa:4626	P13535
hsa:4627	P35579;A0A024R1N1
hsa:93408	Q9BUA6
hsa:4632	P05976
hsa:4634	P08590;A0A024R2Q5
hsa:4635	P12829
hsa:4636	Q02045
hsa:140465	P14649;A0A024RB31
hsa:4637	P60660
hsa:10398	P24844;A0A384NY64
hsa:29116	Q8WY64
hsa:85366	Q9H1R3
hsa:91807	Q32MK0
hsa:340156	Q86YV6
hsa:4638	Q15746
hsa:389827	A6NI61
hsa:101929726	A0A1B0GTQ4;A0A223PZB9
hsa:55892	Q9NPC7
hsa:4651	Q9HD67
hsa:51168	Q9UKN7
hsa:23026	Q9Y6X6
hsa:80179	Q96H55;B7Z1T7;B4E218
hsa:4640	Q9UBC5;B2R643
hsa:4430	O43795;B0I1S9
hsa:4641	O00159
hsa:4642	O94832;Q8N618
hsa:4643	Q12965;Q4KMR3
hsa:4542	O00160;Q4LE34
hsa:64005	B0I1T2
hsa:53904	Q8NEV4
hsa:140469	Q8WXR4;B7ZM71
hsa:4644	Q9Y4I1;Q9UES4
hsa:4645	Q9ULV0;Q7Z7A5
hsa:55930	Q9NQX4
hsa:4646	Q9UM54
hsa:4647	Q13402
hsa:4648	Q6PIF6
hsa:4649	B2RTY4
hsa:4650	Q13459;Q8WVD2;B0I1T6
hsa:4653	Q99972;A0A0S2Z421
hsa:4654	P15172
hsa:26509	Q9NZM1
hsa:4656	P15173
hsa:8736	P52179
hsa:9172	P54296
hsa:127294	Q5VTT5
hsa:9659	Q5VU43
hsa:57462	Q6NSJ0
hsa:9499	Q9UBF9;A0A0C4DFM5
hsa:58529	Q9NP98
hsa:51778	Q9NPC6
hsa:91977	Q8TDC0
hsa:4359	P25189
hsa:5375	P02689
hsa:4604	Q00872;A8KAB1;Q86TA8
hsa:4606	Q14324;A0A140VJQ0
hsa:4607	Q14896;A5YM48
hsa:84665	Q86TC9
hsa:339344	Q86VE0
hsa:5354	P60201;A8K9L3
hsa:4659	O14974;B2RAH5
hsa:4660	O60237
hsa:745	Q9Y2G1
hsa:25924	Q8NFW9
hsa:114803	Q5VVJ2
hsa:23040	Q9UL68
hsa:4661	Q01538
hsa:100820829	P0CAP1;A0A024R5W4
hsa:145781	P0CAP1
hsa:51237	Q8WU39
hsa:7593	P28698;A0A024R4T5
hsa:440145	Q08AG7
hsa:653784	Q6P582
hsa:80097	Q6NZ67
hsa:90634	Q5TBK1;Q9Y273;A0A024RDR5
hsa:10443	Q92802;A0A024RDV2
hsa:9683	O75113
hsa:55728	Q86UW6;B2ZZ87
hsa:23138	O15049
hsa:54830	Q9H1M0;A0A0S2Z5E8
hsa:29104	Q9Y5N5
hsa:8260	P41227
hsa:84779	Q9BSU3
hsa:80155	Q9BXJ9;B2RBE5
hsa:79612	Q6N069;A4FU51
hsa:51126	P61599
hsa:80018	Q14CX7
hsa:122830	Q147X3;B3KS28
hsa:60560	Q5VZE5;A8K874
hsa:79829	Q86UY6;A0A024R5C6
hsa:80218	Q9GZZ1
hsa:79903	Q9H7X0;A0A384NYU5
hsa:24142	Q93015;Q6IAP1
hsa:27163	Q02083
hsa:4664	Q13506;A8K8T1
hsa:4665	Q15742
hsa:6546	P32418
hsa:6543	Q9UPR5
hsa:6547	P57103
hsa:342538	Q9H009
hsa:23148	O15069
hsa:4666	Q13765;A0A024RB41
hsa:112939	Q96RE7;A0A024R7E0
hsa:138151	Q96BF6;A0A024R8I0
hsa:22950	Q9BWU0
hsa:23475	Q15274;V9HWJ5;B4DDH4
hsa:55191	Q6IA69
hsa:65220	O95544;A0A024R058;Q6PJ22
hsa:254827	Q58DX5
hsa:92345	Q96HR8
hsa:4668	P17050;A0A024R1Q5
hsa:51005	Q9Y303
hsa:55577	Q9UJ70;A0A384N6G7
hsa:51172	Q9UK23
hsa:162417	Q8N159
hsa:203245	Q69YI7;A0A024R887
hsa:133686	Q4G0N4
hsa:338322	Q86W26
hsa:204801	P59045
hsa:91662	P59046
hsa:126204	Q86W25
hsa:338323	Q86W24
hsa:259232	Q8IZF0;A0A024RE05
hsa:10003	Q9Y3Q0
hsa:10004	Q9UQQ1
hsa:55655	Q9NX02
hsa:147945	Q96MN2;B2RCA1
