DB00001	Lepirudin
DB07336	4__3__1H_BENZIMIDAZOL_2_YL__1H_INDAZOL_6_YL__2_METHOXYPHENOL
DB07337	4__4_AMINO_6__5_CHLORO_1H_INDOL_4_YLMETHYL___1_3_5_TRIAZIN_2_YLAMINO__BENZONITRILE
DB07338	Acifluorfen
DB07339	_3S__3_hydroxy_1_methyl_2_3_dihydro_1H_indole_5_6_dione
DB07340	N_6__cyclohexyl_N_2___4_morpholin_4_ylphenyl__9H_purine_2_6_diamine
DB07341	octyl_3_amino_3_deoxy_2_O__2_6_dideoxy_alpha_L_lyxo_hexopyranosyl__beta_D_galactopyranoside
DB07342	1__adamantan_1_yl__2__1H_imidazol_1_yl_ethanone
DB07343	4__4_AMINO_6__2_6_DICHLORO_PHENOXY___1_3_5_TRIAZIN_2_YLAMINO__BENZONITRILE
DB07344	3_6_9_12_15_PENTAOXAHEPTADECAN_1_OL
DB07345	4__2_aminoethyl__2_cyclohexylphenol
DB07346	4__2_aminoethyl__2_ethylphenol
DB07347	4__2_Aminoethyl_Benzenesulfonyl_Fluoride
DB07348	Brefeldin_A
DB07349	_1S__2______2S__2_3_DIHYDROXYPROPYL_OXY__HYDROXY_PHOSPHORYL_OXY__1___PENTANOYLOXY_METHYL_ETHYL_OCTANOATE
DB07350	_2E__N_hydroxy_3__1_methyl_4__phenylacetyl__1H_pyrrol_2_yl_prop_2_enamide
DB07351	O____1R____N__PHENYL_METHOXY_CARBONYL__ALANYL__AMINO_METHYL_HYDROXYPHOSPHINYL_3_L_PHENYLLACTATE
DB07352	Apigenin
DB07353	4__2_5_DIAMINO_5_HYDROXY_PENTYL__PHENOL
DB07354	2_3_DIMETHOXY_12H__1_3_DIOXOLO_5_6_INDENO_1_2_C_ISOQUINOLIN_6_IUM
DB07355	3__heptyloxy_benzoic_acid
DB07356	_1S__2___2S_5R__2__AMINOMETHYL__5_ETHYNYLPYRROLIDIN_1_YL__1_CYCLOPENTYL_2_OXOETHANAMINE
DB07357	4_AMINO_2_HEXYLOXY_6_HYDROXYMETHYL_TETRAHYDRO_PYRAN_3_5_DIOL
DB07358	2_amino_N__4_methyl_1_3_thiazol_2_yl__5___4_methyl_4H_1_2_4_triazol_3_yl_sulfanyl_benzamide
DB07359	3___4_fluorophenyl_sulfanyl__N__4_methyl_1_3_thiazol_2_yl__6___4_methyl_4H_1_2_4_triazol_3_yl_sulfanyl_pyridine_2_carboxamide
DB07360	1__5__2__thieno_3_2_d_pyrimidin_4_ylamino_ethyl__1_3_thiazol_2_yl__3__3__trifluoromethyl_phenyl_urea
DB07362	1__5__2___1_methyl_1H_pyrazolo_4_3_d_pyrimidin_7_yl_amino_ethyl__1_3_thiazol_2_yl__3__3__trifluoromethyl_phenyl_urea
DB07363	THIOPHENE_2_5_DISULFONIC_ACID_2_AMIDE_5__4_METHYL_BENZYLAMIDE_
DB07364	6_PHENYL_5H_PYRROLO_2_3_B_PYRAZINE
DB07365	NAPHTHALEN_2_YL_3_ALANINE
DB07366	2__N___4_AMINO_BUTYL__HYDRAZINOCARBONYL__PYRROLIDINE_1_CARBOXYLIC_ACID_BENZYL_ESTER
DB07367	_3Z_5S_6R_7S_8S_8aR__3__octylimino_hexahydro_1_3_oxazolo_3_4_a_pyridine_5_6_7_8_tetrol
DB07368	4__METHYLSULFONYL_BENZENECARBOXIMIDAMIDE
DB07369	N__3_chlorophenyl__N_methyl_2_oxo_3___3_4_5_trimethyl_1H_pyrrol_2_yl_methyl__2H_indole_5_sulfonamide
DB07370	_3Z_5S_6R_7S_8R_8aS__3__octylimino_hexahydro_1_3_thiazolo_3_4_a_pyridine_5_6_7_8_tetrol
DB07371	3__10_methyl_9_anthryl_propanoic_acid
DB07373	ANDROSTA_1_4_DIENE_3_17_DIONE
DB07374	Anisomycin
DB07375	5_BETA_ANDROSTANE_3_17_DIONE
DB07376	5__DIMETHYLAMINO__1_NAPHTHALENESULFONIC_ACID_DANSYL_ACID_
DB07377	N____2S_3R__3_AMINO_2_HYDROXY_5__ISOPROPYLSULFANYL_PENTANOYL__N_3_CHLOROBENZOYL_HYDRAZIDE
DB07378	4_AMINO_2_OCTYLOXY_6_HYDROXYMETHYL_TETRAHYDRO_PYRAN_3_5_DIOL
DB07379	_2S__2___6___3_Amino_5_chlorophenyl_amino__9_isopropyl_9H_purin_2_yl_amino__3_methyl_1_butanol
DB07380	1_1_1_TRIFLUORO_3_ACETAMIDO_4_PHENYL_BUTAN_2_ONE_N_ACETYL_L_PHENYLALANYL_TRIFLUOROMETHYL_KETONE_
DB07381	_S__atrolactic_acid
DB07382	N_2__1H_benzimidazol_5_yl_N_4___3_cyclopropyl_1H_pyrazol_5_yl_pyrimidine_2_4_diamine
DB07383	N__1_BENZYL_3_3_3_TRIFLUORO_2_2_DIHYDROXY_PROPYL__ACETAMIDE
DB07384	1_ACETYL_2_CARBOXYPIPERIDINE
DB07385	3__HYDROXYMETHYL__1_METHYL_5__2_METHYLAZIRIDIN_1_YL__2_PHENYL_1H_INDOLE_4_7_DIONE
DB07387	3__BUTYLSULPHONYL__PROPANOIC_ACID
DB07388	ETHYL_4___4_METHYLPYRIDIN_2_YL_AMINO_PIPERIDINE_1_CARBOXYLATE
DB07389	N__2__6_AMINO_4_METHYLPYRIDIN_2_YL_ETHYL__4_CYANOBENZAMIDE
DB07390	2__3__5_Mercapto__1_3_4_thiadiazol_2_yl__ureido__N_methyl_3_phenyl_propionamide
DB07391	_2S__2_AMINO_1__5_TERT_BUTYL_1_3_4_OXADIAZOL_2_YL_PROPAN_1_ONE
DB07392	2_CHLORO_4_ISOPROPYLAMINO_6_ETHYLAMINO__1_3_5_TRIAZINE
DB07393	2__2_PHENYL_3_PYRIDIN_2_YL_4_5_6_7_TETRAHYDRO_2H_ISOPHOSPHINDOL_1_YL_PYRIDINE
DB07394	AUROVERTIN_B
DB07395	4__3__2_Chloro_4_5_difluoro_benzoyl_ureido__3_trifluoromethoxybenzoic_acid
DB07396	1__2__3__2_Chloro_4_5_difluoro_benzoyl__ureido__4_fluoro_phenyl__piperidine_4_carboxylic_acid
DB07397	_5S__5__2_amino_2_oxoethyl__4_oxo_N___3_oxo_3_4_dihydro_2H_1_4_benzoxazin_6_yl_methyl__3_4_5_6_7_8_hexahydro_1_benzothieno_2_3_d_pyrimidine_2_carboxamide
DB07398	2___CYCLOPROPYLCARBONYL_AMINO__4_5_6_7_TETRAHYDRO_1_BENZOTHIOPHENE_3_CARBOXAMIDE
DB07400	1_ETHOXYCARBONYL_D_PHE_PRO_2_4_AMINOBUTYL_HYDRAZINE
DB07401	METHYL__2Z__2__2___6__2_CYANOPHENOXY_PYRIMIDIN_4_YL_OXY_PHENYL__3_METHOXYACRYLATE
DB07402	Azapropazone
DB07403	4___3_CHLORO_4____2R__3_3_3_TRIFLUORO_2_HYDROXY_2_METHYLPROPANOYL_AMINO_PHENYL_SULFONYL__N_N_DIMETHYLBENZAMIDE
DB07404	_1_HYDROXY_1_PHOSPHONO_2__1_1__3__1___TERPHENYL_3_YL_ETHYL__PHOSPHONIC_ACID
DB07405	1__6_CYANO_3_PYRIDYLCARBONYL__5__8__DIFLUOROSPIRO_PIPERIDINE_4_2__1_H__QUINAZOLINE__4__AMINE
DB07406	_4R__N__4____2__DIMETHYLAMINO_ETHYL_AMINO_CARBONYL__1_3_THIAZOL_2_YL__4_METHYL_1_OXO_2_3_4_9_TETRAHYDRO_1H_BETA_CARBOLINE_6_CARBOXAMIDE
DB07407	5__2_METHOXYPHENYL__2_FUROIC_ACID
DB07408	5__2_NITROPHENYL__2_FUROIC_ACID
DB07409	_1_HYDROXY_1_PHOSPHONO_2__1_1__4__1___TERPHENYL_3_YL_ETHYL__PHOSPHONIC_ACID
DB07410	_2__3_DIBENZOFURAN_4_YL_PHENYL__1_HYDROXY_1_PHOSPHONO_ETHYL__PHOSPHONIC_ACID
DB07411	PHENYLALANINE_BORONIC_ACID
DB07412	1_biphenyl_2_ylmethanamine
DB07413	5__S__2__decylamino_ethyl__5__thioadenosine
DB07414	_5S__1_benzyl_3__1_1_dioxido_1_2_benzisothiazol_3_yl__4_hydroxy_5__1_methylethyl__1_5_dihydro_2H_pyrrol_2_one
DB07415	4___1S__1__3_fluoro_4_methoxyphenyl__2__2_methoxy_5_nitrophenyl_ethyl__1H_imidazol_2_amine
DB07416	_2S__2__BUTYRYLOXY__3_HYDROXYPROPYL_NONANOATE
DB07418	bis_4_nitrophenyl__hydrogen_phosphate
DB07419	S_23
DB07420	_1R__4__3_phenoxyphenyl__1_phosphonobutane_1_sulfonic_acid
DB07421	4____1R_2S__1_2_dihydroxy_2_methyl_3__4_nitrophenoxy_propyl_amino__2__trifluoromethyl_benzonitrile
DB07422	_2S__2_hydroxy_2_methyl_N__4_nitro_3__trifluoromethyl_phenyl__3__pentafluorophenoxy_propanamide
DB07423	_2S__3__4__acetylamino_phenoxy__2_hydroxy_2_methyl_N__4_nitro_3__trifluoromethyl_phenyl_propanamide
DB07424	Tripotassium__1R__4_biphenyl_4_yl_1_phosphonatobutane_1_sulfonate
DB07425	Sobetirome
DB07426	_1_HYDROXY_2__1_1__3__1___TERPHENYL_3_YLOXY_ETHANE_1_1_DIYL_BIS_PHOSPHONIC_ACID_
DB07427	2___2_methoxy_5_methylphenoxy_methyl_pyridine
DB07428	4___5_methoxy_2_methylphenoxy_methyl_pyridine
DB07429	2____4_bromo_3__diethylsulfamoyl_phenyl_carbonyl_amino_benzoic_acid
DB07430	_10R__10_methyl_3__6_methylpyridin_3_yl__9_10_11_12_tetrahydro_8H__1_4_diazepino_5__6__4_5_thieno_3_2_f_quinolin_8_one
DB07431	_3R__3__aminomethyl__9_methoxy_1_2_3_4_tetrahydro_5H__1_benzothieno_3_2_e__1_4_diazepin_5_one
DB07432	___3R_4R_5S_6R__3__butanoylamino__4_5_dihydroxy_6__hydroxymethyl_oxan_2_ylidene_amino__N_phenylcarbamate
DB07433	_TERT_BUTYLOXYCARBONYL__ALANYL_AMINO_ETHYL_FORMAMIDE
DB07434	HONH_BENZYLMALONYL_L_ALANYLGLYCINE_P_NITROANILIDE
DB07435	1_2_3_TRIHYDROXY_1_2_3_4_TETRAHYDROBENZO_A_PYRENE
DB07436	N__1_PHENYL_PROPYL__FORMAMIDE
DB07437	1___2_HYDROXYETHOXY_METHYL__5_BENZYLPYRIMIDINE_2_4_1H_3H__DIONE
DB07439	1___2_HYDROXYETHOXY_METHYL__5__3__BENZYLOXY_BENZYL__6_HYDROXYPYRIMIDINE_2_4_1H_3H__DIONE
DB07440	4_TERT_BUTYLBENZENESULFONIC_ACID
DB07441	3____9_CYANO_9_10_DIHYDRO_10_METHYLACRIDIN_9_YL_CARBONYL_AMINO_PROPANOIC_ACID
DB07443	_2Z__N_biphenyl_4_yl_2_cyano_3_hydroxybut_2_enamide
DB07444	6__3_AMINOPROPYL__4_9_DIMETHYLPYRROLO_3_4_C_CARBAZOLE_1_3_2H_6H__DIONE
DB07445	N____1E___3_5_DIBROMO_2_4_DIHYDROXYPHENYL_METHYLENE_NICOTINOHYDRAZIDE
DB07446	N__biphenyl_4_ylsulfonyl__D_leucine
DB07447	5beta_dihydrotestosterone
DB07448	_2S__3___R____1S__1_amino_3_phenylpropyl__hydroxy_phosphoryl__2_benzylpropanoic_acid
DB07449	N___1S__1__aminocarbonyl__4__ethanimidoylamino_butyl_benzamide
DB07450	_R__minalrestat
DB07451	1__5_BROMO_PYRIDIN_2_YL__3__2__6_FLUORO_2_HYDROXY_3_PROPIONYL_PHENYL__CYCLOPROPYL__UREA
DB07452	2_6_diamino_1_7_dihydro_8H_imidazo_4_5_g_quinazolin_8_one
DB07453	2_PHENYL_4H_BENZO_H_CHROMEN_4_ONE
DB07454	_R__3_BROMO_2_HYDROXY_2_METHYL_N__4_NITRO_3__TRIFLUOROMETHYL_PHENYL_PROPANAMIDE
DB07455	N_N___biphenyl_4_4__diyldi_2R_propane_2_1_diyl_dimethanesulfonamide
DB07456	3__1H_indol_3_yl__4__1__2___2S__1_methylpyrrolidinyl_ethyl__1H_indol_3_yl__1H_pyrrole_2_5_dione
DB07457	3__1__3_AMINOPROPYL__1H_INDOL_3_YL__4__1H_INDOL_3_YL__1H_PYRROLE_2_5_DIONE
DB07458	3__1H_indol_3_yl__4__1__2__1_methylpyrrolidin_2_yl_ethyl__1H_indol_3_yl__1H_pyrrole_2_5_dione
DB07459	4_PHENOXY_N__PYRIDIN_2_YLMETHYL_BENZAMIDE
DB07460	2___5_CHLORO_2___2_METHOXY_4_MORPHOLIN_4_YLPHENYL_AMINO_PYRIMIDIN_4_YL_AMINO__N_METHYLBENZAMIDE
DB07461	3_AMINO_3_BENZYL_9_CARBOXAMIDE_4_3_0_BICYCLO_1_6_DIAZANONAN_2_ONE
DB07462	_3_4_DIHYDROXY_2_NITROPHENYL__PHENYL_METHANONE
DB07463	_3R_4S__1___4_amino_5H_pyrrolo_3_2_d_pyrimidin_7_yl_methyl__4___butylsulfanyl_methyl_pyrrolidin_3_ol
DB07464	1_R__1_ACETAMIDO_2__3_CARBOXY_2_HYDROXYPHENYL_ETHYL_BORONIC_ACID
DB07465	_1S_3S_5S__2___2S__2_amino_2___1R_3S_5R_7S__3_hydroxytricyclo_3_3_1_1_3_7__dec_1_yl_acetyl__2_azabicyclo_3_1_0_hexane_3_carbonitrile
DB07466	_1R__2_PHENYLACETAMIDO_2__3_CARBOXYPHENYL_ETHYL_BORONIC_ACID
DB07467	4_chloro_N___2S__2_methyl_2_3_dihydro_1H_indol_1_yl__3_sulfamoylbenzamide
DB07468	_3aS__3a_hydroxy_5_methyl_1_phenyl_1_2_3_3a_tetrahydro_4H_pyrrolo_2_3_b_quinolin_4_one
DB07469	_3aS__3a_hydroxy_7_methyl_1_phenyl_1_2_3_3a_tetrahydro_4H_pyrrolo_2_3_b_quinolin_4_one
DB07470	_3aS__3a_hydroxy_1_phenyl_1_2_3_3a_tetrahydro_4H_pyrrolo_2_3_b_quinolin_4_one
DB07471	5__5_6_BIS_METHYLOXY__1H_BENZIMIDAZOL_1_YL__3___1__2_CHLOROPHENYL_ETHYL_OXY__2_THIOPHENECARBOXAMIDE
DB07472	_R_____9B__3_METHYL_PHENYL_2_3_DIHYDROTHIAZOLO_2_3_A_ISOINDOL_5_9BH__ONE
DB07473	_R______5_9BH__OXO_9B_PHENYL_2_3_DIHYDROTHIAZOLO_2_3_A_ISOINDOL_3_CARBOXYLIC_ACID_METHYL_ESTER
DB07474	3__5__1H_IMIDAZOL_1_YL__7_METHYL_1H_BENZIMIDAZOL_2_YL__4___PYRIDIN_2_YLMETHYL_AMINO_PYRIDIN_2_1H__ONE
DB07476	N__4__AMINOSULFONYL_PHENYL__2_MERCAPTOBENZAMIDE
DB07477	Felbinac
DB07478	1_1__BIPHENYL_3_4_DIOL
DB07479	_1S__1_2_3_4_TETRAHYDRO_BENZO_C_PHENANTHRENE_2_3_4_TRIOL
DB07480	4_PHOSPHONOOXY_PHENYL_METHYL__4_PHOSPHONOOXY_BENZEN
DB07481	tert_butyl___2_amino_4_oxo_4_7_dihydro_3H_pyrrolo_2_3_d_pyrimidin_5_yl_methyl_carbamate
DB07482	_2R__N___2R__2__DIHYDROXYBORYL__1_L_PROLYLPYRROLIDIN_2_YL__N___5R__5__DIHYDROXYBORYL__1_L_PROLYLPYRROLIDIN_2_YL__L_PROLINAMIDE
DB07483	1_1__BIPHENYL_2_SULFINIC_ACID
DB07484	_2R__4_4_dihydroxy_5_nitro_2__phenylmethyl_pentanoic_acid
DB07485	4_4__cyclohexane_1_1_diyldiphenol
DB07486	3___4___1E__3_morpholin_4_yl_3_oxoprop_1_en_1_yl__2_3_bis_trifluoromethyl_phenyl_sulfanyl_aniline
DB07487	_6_METHYL_3_4_DIHYDRO_2H_CHROMEN_2_YL_METHYLPHOSPHINATE
DB07488	_4_Amino_2___4_methoxyphenyl_amino__1_3_thiazol_5_yl__4_methoxyphenyl_methanone
DB07489	4_Amino_2___3_chlorophenyl_amino__5__4_fluorobenzoyl__1_3_thiazol_3_ium
DB07490	2__1__4_CHLORO_PHENYL__ETHYL__4_6_DINITRO_PHENOL
DB07491	5_amino_2_4_6_tribromobenzene_1_3_dicarboxylic_acid
DB07492	Bromamphenicol
DB07493	5_Bromoindirubin
DB07494	_3_EXO__3__10_11_DIHYDRO_5H_DIBENZO_A_D__7_ANNULEN_5_YLOXY__8_8_DIMETHYL_8_AZONIABICYCLO_3_2_1_OCTANE
DB07495	5__5_CHLORO_2_4_DIHYDROXYPHENYL__N_ETHYL_4__4_METHOXYPHENYL__1H_PYRAZOLE_3_CARBOXAMIDE
DB07496	1_3_DIPHENYLUREA
DB07497	5__HEXAHYDRO_2_OXO_1H_THIENO_3_4_D_IMIDAZOL_6_YL_PENTANAL
DB07498	4__3__3_NITROPHENYL__1_2_4_OXADIAZOL_5_YL_BUTANOIC_ACID
DB07499	N__4___amino_imino_methyl_amino_butyl__2_4__bi_1_3_thiazole_4_carboxamide
DB07500	_2E__1__2_hydroxy_4_methoxy_5__3_methylbut_2_en_1_yl_phenyl__3__4_hydroxyphenyl_prop_2_en_1_one
DB07501	_2S__1__4___4_Anilino_5_bromo_2_pyrimidinyl_amino_phenoxy__3__dimethylamino__2_propanol
DB07502	4_bromo_6__6_hydroxy_1_2_benzisoxazol_3_yl_benzene_1_3_diol
DB07503	_5E__5___2_2_DIFLUORO_1_3_BENZODIOXOL_5_YL_METHYLENE__1_3_THIAZOLIDINE_2_4_DIONE
DB07504	_2R__1__4___4_Anilino_5_bromo_2_pyrimidinyl_amino_phenoxy__3__dimethylamino__2_propanol
DB07505	N____3R_4R__4___benzyloxy_methyl_pyrrolidin_3_yl_methyl__N__2_methylpropyl_benzenesulfonamide
DB07506	L_BENZYLSUCCINIC_ACID
DB07507	2__4_hydroxybiphenyl_3_yl__4_methyl_1H_isoindole_1_3_2H__dione
DB07508	4__5_BENZENESULFONYLAMINO_1_METHYL_1H_BENZOIMIDAZOL_2_YLMETHYL__BENZAMIDINE
DB07509	difluoro_5__2___5_octyl_1H_pyrrol_2_yl_kappaN_methylidene__2H_pyrrol_5_yl_kappaN_pentanoato_boron
DB07510	3_fluoro_6__4_fluorophenyl__2_hydroxy_6_oxohexa_2_4_dienoic_acid
DB07511	4__4_methyl_1_3_dioxo_1_3_dihydro_2H_isoindol_2_yl_benzonitrile
DB07512	7___3_CHLOROBENZYL_OXY__2_OXO_2H_CHROMENE_4_CARBALDEHYDE
DB07513	7___3_CHLOROBENZYL_OXY__4___METHYLAMINO_METHYL__2H_CHROMEN_2_ONE
DB07514	3__2_aminoquinazolin_6_yl__1__3_3_dimethylindolin_6_yl__4_methylpyridin_2_1H__one
DB07515	1__2____6_amino_2_methylpyridin_3_yl_methyl_amino_ethyl__6_chloro_3___2_2_difluoro_2_pyridin_2_ylethyl_amino__1_4_dihydropyrazin_2_ol
DB07516	_2Z_4E__3_chloro_2_hydroxy_6_oxo_6_phenylhexa_2_4_dienoic_acid
DB07517	3_CARBOXY_4_METHYL_5_PROPYL_2_FURANPROPIONIC
DB07518	_2R__2_ETHYL_1_HEXANESULFONIC_ACID
DB07519	_6R__2_amino_6__2__3__methoxybiphenyl_3_yl_ethyl__3_6_dimethyl_5_6_dihydropyrimidin_4_3H__one
DB07520	N__1__AMINOMETHYL_CYCLOPROPYL__3__MORPHOLIN_4_YLSULFONYL__N_2____1S__2_2_2_TRIFLUORO_1__4_FLUOROPHENYL_ETHYL__L_ALANINAMIDE
DB07521	_3Z_6S__6_Chloro_1__2____5_chloro_1_benzothiophen_3_yl_methyl_amino_ethyl__3___2___2R__2_piperidinyl_ethyl_imino__2_piperazinol
DB07522	N___2R_3S__3_AMINO_2_HYDROXY_4_PHENYLBUTYL_NAPHTHALENE_2_SULFONAMIDE
DB07524	N_phenyl_1H_pyrrolo_2_3_b_pyridin_3_amine
DB07525	3__3_methoxybenzyl__1H_pyrrolo_2_3_b_pyridine
DB07526	N__4____5__DIMETHYLAMINO__1_NAPHTHYL_SULFONYL_AMINO_BUTYL__3_SULFANYLPROPANAMIDE
DB07527	N___2R_3S__3_AMINO_2_HYDROXY_4_PHENYLBUTYL__4_METHOXY_2_3_6_TRIMETHYLBENZENESULFONAMIDE
DB07528	3__2_aminoquinazolin_6_yl__4_methyl_1__3__trifluoromethyl_phenyl_pyridin_2_1H__one
DB07529	_5E__2_Amino_5__2_pyridinylmethylene__1_3_thiazol_4_5H__one
DB07530	_1R_3R__5___2E__3___1S_3R__2_2_3_trimethyl_3__6_6_6_trifluoro_5_hydroxy_5__trifluoromethyl_hex_3_yn_1_yl_cyclopentyl_prop_2_en_1_ylidene_cyclohexane_1_3_diol
DB07531	4__5___Z___2_4_DIOXO_1_3_THIAZOLIDIN_5_YLIDENE_METHYL_FURAN_2_YL_BENZENESULFONAMIDE
DB07532	N_hexanoyl_L_homoserine
DB07533	4__5___Z___2_IMINO_4_OXO_1_3_THIAZOLIDIN_5_YLIDENE_METHYL__2_FURYL__N_METHYLBENZENESULFONAMIDE
DB07534	4__5___Z___2_IMINO_4_OXO_1_3_THIAZOLIDIN_5_YLIDENE_METHYL_FURAN_2_YL_BENZENESULFONAMIDE
DB07535	2_amino_6__2__1H_indol_6_yl_ethyl_pyrimidin_4_3H__one
DB07536	N___1S_2R__2_hydroxy_1___hydroxyamino_carbonyl_propyl__4___4__morpholin_4_ylmethyl_phenyl_ethynyl_benzamide
DB07537	N___6_aminopyridin_3_yl__N__2_cyclopentylethyl__4_methyl_benzene_1_3_dicarboxamide
DB07538	4__5___Z___2_IMINO_4_OXO_1_3_THIAZOLIDIN_5_YLIDENE_METHYL_FURAN_2_YL__2__TRIFLUOROMETHYL_BENZENESULFONAMIDE
DB07539	4__5___Z___2_IMINO_4_OXO_1_3_THIAZOLIDIN_5_YLIDENE_METHYL_FURAN_2_YL_BENZOIC_ACID
DB07540	4__5___1Z__1__2_IMINO_4_OXO_1_3_THIAZOLIDIN_5_YLIDENE_ETHYL__2_FURYL_BENZENESULFONAMIDE
DB07541	4__dihydroxyboranyl__2____4__phenylsulfonyl_thiophen_2_yl_sulfonyl_amino_benzoic_acid
DB07542	5_AMINO_6_CYCLOHEXYL_4_HYDROXY_2_ISOBUTYL_HEXANOIC_ACID
DB07543	_2S__1__9H_Carbazol_4_yloxy__3__isopropylamino_propan_2_ol
DB07544	N___5_CHLOROBENZOFURAN_2_CARBONYL__2__TRIFLUOROMETHYL_BENZENESULFONOHYDRAZIDE
DB07545	N__3___4___3__TRIFLUOROMETHYL_PHENYL_AMINO_PYRIMIDIN_2_YL_AMINO_PHENYL_CYCLOPROPANECARBOXAMIDE
DB07546	_1__6__6___1_methylethyl_amino__1H_indazol_1_yl_pyrazin_2_yl__1H_pyrrol_3_yl_acetic_acid
DB07547	5__4_CYANOPHENYL__3____2_METHYLPHENYL_SULFONYL_AMINO_THIOPHENE_2_CARBOXYLIC_ACID
DB07548	2__6_CHLORO_3___2_2_DIFLUORO_2__2_PYRIDINYL_ETHYL_AMINO__2_OXO_1_2H__PYRAZINYL__N___2_FLUORO_6_PYRIDINYL_METHYL_ACETAMIDE
DB07549	2__6_CHLORO_3___2_2_DIFLUORO_2__2_PYRIDINYL_ETHYL_AMINO__2_OXO_1_2H__PYRAZINYL__N___2_FLUORO_3_METHYL_6_PYRIDINYL_METHYL_ACETAMIDE
DB07550	2__6_CHLORO_3___2_2_DIFLUORO_2__1_OXIDO_2_PYRIDINYL_ETHYL_AMINO__2_OXO_1_2H__PYRAZINYL__N___2_FLUOROPHENYL_METHYL_ACETAMIDE
DB07551	_2S__2___4_chloro_6__ethylamino__1_3_5_triazin_2_yl_amino__2_methylbutanenitrile
DB07552	_2R__2___4_chloro_6__ethylamino__1_3_5_triazin_2_yl_amino__2_methylbutanenitrile
DB07553	9_9_9_TRIFLUORO_8_OXO_N_PHENYLNONANAMIDE
DB07555	Hydroxy_oxo__2___1S__2_2_2_trifluoro_1__2__trimethylarsonio_ethoxy_ethyl_phenyl_ammonium
DB07556	N_HYDROXY_2_R_____4_METHOXYPHENYL_SULFONYL__3_PICOLYL_AMINO__3_METHYLBUTANAMIDE_HYDROCHLORIDE
DB07557	_5BETA__PREGNANE_3_20_DIONE
DB07558	acetylleucyl_leucyl_norleucinal
DB07559	_2Z__2_cyano_N__2_2__dichlorobiphenyl_4_yl__3_hydroxybut_2_enamide
DB07560	N___1S__2_methyl_1__pyridin_4_ylcarbamoyl_propyl_cyclohexanecarboxamide
DB07561	_2Z__2_cyano_N__3__ethoxybiphenyl_4_yl__3_hydroxybut_2_enamide
DB07562	N__4__2_4_DIMETHYL_THIAZOL_5_YL__PYRIMIDIN_2_YL__N__N__DIMETHYL_BENZENE_1_4_DIAMINE
DB07563	1__7_cyclohexyl_6__4__4_methylpiperazin_1_yl_benzyl__7H_pyrrolo_2_3_d_pyrimidin_2_yl_methanamine
DB07564	6_amino_2___2_morpholin_4_ylethyl_amino__3_7_dihydro_8H_imidazo_4_5_g_quinazolin_8_one
DB07565	Chloramphenicol_succinate
DB07567	_2R_3R_4S__3__4_HYDROXYPHENYL__4_METHYL_2__4__2_PYRROLIDIN_1_YLETHOXY_PHENYL_CHROMAN_6_OL
DB07568	_2S__2___2_1_3_BENZOTHIADIAZOL_4_YLSULFONYL_AMINO__2_PHENYL_N_PYRIDIN_4_YLACETAMIDE
DB07569	CIS_4_METHYL_N___1S__3__METHYLSULFANYL__1__PYRIDIN_4_YLCARBAMOYL_PROPYL_CYCLOHEXANECARBOXAMIDE
DB07570	3_CYCLOHEXYL_1__2_MORPHOLIN_4_YL_2_OXOETHYL__2_PHENYL_1H_INDOLE_6_CARBOXYLIC_ACID
DB07571	N_2____BENZYLOXY_CARBONYL__N___1S_2S__2_HYDROXY_1__4_HYDROXYBENZYL_PROPYL__L_LEUCINAMIDE
DB07572	3____4_methylphenyl_sulfonyl_amino_propyl_pyridin_4_ylcarbamate
DB07573	_2S__1__2_5_dimethylphenoxy__3_morpholin_4_ylpropan_2_ol
DB07574	2_MERCAPTO_N__1_2_3_10_TETRAMETHOXY_9_OXO_5_6_7_9_TETRAHYDRO_BENZO_A_HEPTALEN_7_YL_ACETAMIDE
DB07575	2_4_DIAMINO_1_5_DIPHENYL_3_HYDROXYPENTANE
DB07577	6_ETHYL_5_PHENYLPYRIMIDINE_2_4_DIAMINE
DB07578	3__4__2_METHYL_IMIDAZO_4_5_C_PYRIDIN_1_YL_BENZYL__3H_BENZOTHIAZOL_2_ONE
DB07579	Bis_1_2____Z__2_carboxy_2_methyl_1_3_dioxane__5_yloxycarbamoyl__ethane
DB07580	BIS_1_2____Z__2CARBOXY_2_METHYL_1_3_DIOXANE__5_YLOXYCARBONYL__PIPERAZINE
DB07581	5_AMINO_6_CYCLOHEXYL_4_HYDROXY_2_ISOPROPYL_HEXANOIC_ACID
DB07582	N___2R_3S__1___2S__2____CYCLOPENTYLAMINO_CARBONYL_AMINO__3_METHYLBUTANOYL__2__1_FORMYL_1_CYCLOBUTYL_PYRROLIDINYL_CYCLOPROPANECARBOXAMIDE
DB07583	_4R_2S__5___4__4_CHLOROBENZYLOXY_PYRROLIDIN_2_YLMETHANESULFONYL_ISOQUINOLINE
DB07584	N__2__5_methyl_4H_1_2_4_triazol_3_yl_phenyl__7H_pyrrolo_2_3_d_pyrimidin_4_amine
DB07585	5__5_chloro_7H_pyrrolo_2_3_d_pyrimidin_4_yl__4_5_6_7_tetrahydro_1H_imidazo_4_5_c_pyridine
DB07586	5__4_METHYL_BENZOYLAMINO__BIPHENYL_3_4__DICARBOXYLIC_ACID_3_DIMETHYLAMIDE_4__HYDROXYAMIDE
