DB00001	Lepirudin
DB07812	-
DB07813	-
DB07814	Gibberellic_acid
DB07815	-
DB07816	-
DB07817	-
DB07818	-
DB07819	-
DB07820	-
DB07821	-
DB07823	-
DB07824	-
DB07825	-
DB07826	-
DB07827	-
DB07829	-
DB07830	-
DB07831	-
DB07832	-
DB07833	-
DB07834	-
DB07835	-
DB07836	-
DB07837	-
DB07838	-
DB07839	-
DB07840	-
DB07841	Geranylgeranyl_pyrophosphate
DB07842	-
DB07843	-
DB07844	-
DB07845	-
DB07846	-
DB07847	-
DB07848	-
DB07849	-
DB07850	-
DB07851	-
DB07852	-
DB07853	-
DB07854	-
DB07855	-
DB07856	-
DB07857	-
DB07858	-
DB07859	-
DB07860	-
DB07861	-
DB07862	-
DB07863	-
DB07864	-
DB07865	-
DB07866	-
DB07867	-
DB07868	-
DB07869	-
DB07870	-
DB07871	-
DB07872	-
DB07873	-
DB07874	-
DB07875	-
DB07876	-
DB07877	-
DB07878	-
DB07879	-
DB07880	-
DB07881	-
DB07882	-
DB07883	-
DB07884	-
DB07885	-
DB07887	-
DB07888	-
DB07889	-
DB07890	-
DB07891	-
DB07892	-
DB07893	-
DB07894	-
DB07895	-
DB07896	-
DB07897	-
DB07898	-
DB07899	-
DB07900	-
DB07901	-
DB07902	-
DB07903	-
DB07905	-
DB07906	-
DB07907	-
DB07908	-
DB07909	-
DB07910	-
DB07911	-
DB07912	-
DB07913	-
DB07914	-
DB07915	-
DB07916	-
DB07917	-
DB07918	-
DB07919	-
DB07920	-
DB07921	-
DB07922	-
DB07923	-
DB07924	-
DB07925	-
DB07926	-
DB07927	-
DB07928	-
DB07929	-
DB07930	-
DB07931	Hexestrol
DB07932	-
DB07933	Erteberel
DB07934	-
DB07935	-
DB07936	-
DB07937	-
DB07938	-
DB07939	-
DB07940	-
DB07941	-
DB07942	-
DB07943	-
DB07944	-
DB07945	-
DB07946	-
DB07947	-
DB07949	-
DB07950	Indole-3-acetic_acid
DB07951	-
DB07952	-
DB07953	-
DB07954	IBMX
DB07955	-
DB07956	-
DB07957	-
DB07958	-
DB07959	-
DB07960	-
DB07961	-
DB07962	-
DB07963	-
DB07964	-
DB07965	-
DB07966	-
DB07967	-
DB07968	-
DB07969	-
DB07970	-
DB07971	-
DB07972	-
DB07973	-
DB07974	-
DB07975	-
DB07976	-
DB07977	-
DB07978	-
DB07979	-
DB07981	-
DB07982	-
DB07983	-
DB07984	-
DB07985	-
DB07986	-
DB07987	-
DB07988	-
DB07989	-
DB07990	-
DB07991	-
DB07992	-
DB07993	-
DB07994	-
DB07995	-
DB07996	-
DB07997	-
DB07999	-
DB08000	-
DB08001	-
DB08003	-
DB08004	-
DB08005	-
DB08006	-
DB08007	-
DB08008	-
DB08009	-
DB08010	-
DB08011	-
DB08012	-
DB08013	-
DB08014	-
DB08015	-
DB08016	-
DB08017	-
DB08018	-
DB08019	-
DB08020	-
DB08021	-
DB08022	-
DB08023	-
DB08024	-
DB08025	-
DB08026	-
DB08027	-
DB08028	-
DB08029	-
DB08030	-
DB08031	-
DB08032	-
DB08033	-
DB08034	-
DB08035	-
DB08036	-
DB08037	-
DB08038	-
DB08039	-
DB08040	-
DB08041	-
DB08042	-
DB08043	-
DB08044	-
DB08045	-
DB08046	-
DB08047	-
DB08048	-
DB08049	-
DB08050	-
DB08051	-
DB08052	-
DB08053	-
DB08054	-
DB08055	-
DB08056	-
DB08057	-
DB08058	-
DB08059	Wortmannin
DB08060	-
DB08061	-
DB08062	-
DB08063	-
DB08064	-
DB08065	-
DB08066	-
DB08067	-
DB08068	-
DB08069	-
DB08070	-
DB08071	-
DB08072	-
DB08073	-
DB08074	-
DB08075	-
DB08076	-
DB08077	-
DB08078	-
DB08079	-
DB08080	-
DB08081	-
DB08082	-
DB08083	-
DB08084	-
DB08085	-
DB08086	-
DB08087	-
DB08088	-
DB08089	LGD-2226
DB08090	-
DB08091	-
DB08092	-
DB08093	-
DB08094	-
DB08095	-
DB08096	-
DB08097	-
DB08098	-
DB08099	-
DB08100	-
DB08101	-
DB08102	-
DB08103	-
DB08104	-
DB08105	-
DB08106	-
DB08107	-
DB08108	-
DB08109	-
DB08110	-
DB08111	-
DB08112	-
DB08113	-
DB08114	-
DB08115	-
DB08116	-
DB08118	-
DB08119	-
DB08120	-
DB08121	-
DB08122	-
DB08123	-
DB08124	-
DB08125	-
DB08126	-
DB08127	-
DB08128	-
DB08129	-
DB08130	-
DB08131	-
DB08132	-
DB08133	-
DB08134	-
DB08135	-
DB08136	-
DB08137	-
DB08138	-
DB08139	-
DB08140	-
DB08141	-
DB08142	-
DB08143	-
DB08144	-
DB08145	-
DB08146	-
DB08147	-
DB08148	-
DB08149	-
DB08150	-
DB08151	-
DB08152	-
DB08153	-
DB08154	-
DB08155	-
DB08156	-
DB08157	-
DB08158	-
DB08159	-
DB08160	-
DB08161	-
DB08162	Fasudil
DB08163	-
DB08164	-
DB08165	Indane-5-sulfonamide
DB08166	-
DB08167	-
DB08168	-
DB08169	-
DB08170	-
DB08171	-
DB08172	-
DB08173	-
DB08174	-
DB08175	-
DB08176	-
DB08177	-
DB08178	-
DB08179	-
DB08180	-
DB08181	-
DB08182	-
DB08184	-
DB08185	-
DB08186	-
DB08187	-
DB08188	Emivirine
DB08190	-
DB08191	-
DB08192	-
DB08193	-
DB08194	-
DB08195	-
DB08196	-
DB08197	-
DB08198	-
DB08199	-
DB08200	-
DB08201	-
DB08202	-
DB08203	-
DB08204	-
DB08205	-
DB08206	-
DB08207	-
DB08208	-
DB08209	-
DB08210	-
DB08211	-
DB08212	-
DB08213	-
DB08214	-
DB08215	-
DB08216	-
DB08217	-
DB08218	-
DB08219	-
DB08220	-
DB08221	-
DB08222	-
DB08223	-
DB08224	-
DB08226	-
DB08227	-
DB08228	-
DB08229	-
DB08230	-
DB08231	Myristic_acid
DB08232	-
DB08233	-
DB08234	-
DB08235	-
DB08236	-
DB08237	-
DB08238	-
DB08239	-
DB08240	-
DB08241	-
DB08242	-
DB08244	-
DB08245	-
DB08246	-
DB08247	-
DB08248	-
DB08249	-
DB08250	-
DB08251	-
DB08252	-
DB08253	-
DB08254	-
DB08255	-
DB08256	-
DB08257	-
DB08258	-
DB08259	-
DB08260	-
DB08261	-
DB08262	-
DB08263	-
DB08264	-
DB08265	-
DB08266	-
DB08267	-
DB08268	-
DB08270	-
DB08271	-
DB08272	-
DB08273	-
DB08274	-
DB08275	-
DB08276	-
DB08277	-
DB08278	-
DB08279	-
DB08280	-
DB08281	-
DB08282	-
DB08283	-
DB08284	-
DB08285	-
DB08286	-
DB08287	-
DB08288	-
DB08289	-
DB08291	-
DB08292	-
DB08293	-
DB08294	-
DB08295	-
DB08296	-
DB08297	-
DB08299	-
DB08300	-
DB08301	-
DB08302	-
DB08303	-
DB08304	-
DB08305	-
DB08306	-
DB08307	-
DB08308	-
DB08309	-
DB08310	-
DB08312	-
DB08313	Nocodazole
DB08314	-
DB08315	-
DB08316	-
DB08317	-
DB08318	-
DB08319	-
DB08320	-
DB08321	-
DB08322	-
DB08323	-
DB08324	-
DB08325	-
DB08326	-
DB08327	-
DB08328	-
DB08329	Sultiame
DB08330	-
DB08331	-
DB08332	-
DB08333	-
DB08334	-
DB08335	-
DB08336	-
DB08337	-
DB08338	-
DB08339	-
DB08340	-
DB08341	-
DB08342	-
DB08344	-
DB08345	-
DB08346	-
DB08347	-
DB08348	-
DB08349	-
DB08350	-
DB08351	-
DB08352	-
DB08353	-
DB08354	-
DB08355	-
DB08356	-
DB08357	-
DB08358	-
DB08359	-
DB08360	-
DB08361	-
DB08362	-
DB08363	-
DB08364	-
DB08365	-
DB08366	-
DB08367	-
DB08368	-
DB08369	-
DB08370	-
DB08371	-
DB08372	-
DB08373	-
DB08374	-
DB08375	-
DB08376	-
DB08377	-
DB08378	-
DB08379	-
DB08382	Gosogliptin
DB08383	-
DB08384	-
DB08385	-
DB08386	-
DB08387	-
DB08388	-
DB08389	-
DB08390	-
DB08391	-
DB08392	-
DB08393	-
DB08394	-
DB08395	-
DB08396	-
DB08397	-
DB08398	2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine
DB08399	-
DB08400	-
DB08401	-
DB08402	-
DB08403	-
DB08404	-
DB08405	-
DB08406	-
DB08407	-
DB08408	-
DB08409	-
DB08410	-
DB08411	-
DB08412	-
DB08413	-
DB08414	-
DB08416	-
DB08418	-
DB08419	-
DB08420	-
DB08421	-
DB08422	-
DB08423	-
DB08424	-
DB08426	-
DB08427	-
DB08428	-
DB08429	-
DB08430	-
DB08431	-
DB08432	-
DB08433	-
DB08434	-
DB08435	-
DB08436	-
DB08437	Puromycin
DB08438	-
DB08439	Parecoxib
DB08440	-
DB08441	-
DB08442	-
DB08443	-
DB08444	-
DB08445	-
DB08446	-
DB08447	-
DB08448	-
DB08449	-
DB08450	-
DB08451	-
DB08453	-
DB08454	-
DB08455	-
DB08456	-
DB08457	-
DB08458	-
DB08459	-
DB08460	-
DB08461	-
DB08462	-
DB08463	-
DB08464	-
DB08465	-
DB08466	-
DB08467	-
DB08469	-
DB08470	-
DB08471	-
DB08472	-
DB08473	-
DB08474	-
DB08475	-
DB08476	-
DB08478	-
DB08479	-
DB08480	-
DB08481	-
DB08482	-
DB08484	-
DB08485	-
DB08486	Efaproxiral
DB08487	-
DB08488	-
DB08489	-
DB08490	-
DB08491	-
DB08492	-
DB08493	-
DB08494	-
DB08495	-
DB08496	-
DB08497	-
DB08498	-
DB08499	-
DB08500	-
DB08501	-
DB08502	Capravirine
DB08503	-
DB08504	-
DB08505	-
DB08506	-
DB08507	-
DB08508	-
DB08509	-
DB08510	-
DB08511	-
DB08512	-
DB08513	-
DB08514	-
DB08515	-
DB08516	-
DB08517	-
DB08519	-
DB08520	-
DB08521	-
DB08522	-
DB08523	-
DB08524	-
DB08525	-
DB08526	-
DB08527	-
DB08528	-
DB08529	-
DB08530	-
DB08531	-
DB08532	-
DB08533	-
DB08534	-
DB08535	-
DB08536	-
DB08537	-
DB08538	-
DB08539	-
DB08540	-
DB08541	-
DB08542	-
DB08543	-
DB08544	-
DB08545	-
DB08546	-
DB08547	-
DB08548	-
DB08549	-
DB08550	-
DB08551	-
DB08552	-
DB08553	-
DB08554	-
DB08555	-
DB08556	-
DB08557	-
DB08558	-
DB08559	-
DB08560	-
DB08561	-
DB08562	-
DB08564	-
DB08565	-
DB08566	-
DB08568	-
DB08569	-
DB08570	-
DB08571	-
DB08572	-
DB08573	-
DB08574	-
DB08575	-
DB08576	-
DB08577	-
DB08578	-
DB08579	-
DB08580	-
DB08581	-
DB08582	-
DB08583	-
DB08584	-
DB08585	-
DB08586	-
DB08587	-
DB08588	-
DB08589	-
DB08590	-
DB08591	-
DB08593	-
DB08594	-
DB08595	-
DB08596	-
DB08597	-
DB08598	-
DB08599	-
DB08600	-
DB08601	-
DB08602	-
DB08603	-
DB08604	Triclosan
DB08605	-
DB08606	-
DB08607	-
DB08608	-
DB08609	-
DB08610	-
DB08611	-
DB08612	-
DB08613	-
DB08614	-
DB08615	-
DB08617	-
DB08618	-
DB08619	-
DB08620	-
DB08621	Thiamphenicol
DB08622	-
DB08623	-
DB08624	-
DB08626	Thiorphan
DB08627	-
DB08628	-
DB08629	-
DB08631	-
DB08632	-
DB08633	-
DB08634	-
DB08635	-
DB08636	-
DB08637	-
DB08638	-
DB08639	Dapivirine
DB08640	-
DB08641	-
DB08642	-
DB08643	-
DB08644	-
DB08645	-
DB08646	-
DB08647	-
DB08648	-
DB08649	-
DB08651	-
DB08652	-
DB08653	-
DB08654	-
DB08655	-
DB08656	-
DB08657	-
DB08658	-
DB08659	-
DB08660	-
DB08661	-
DB08662	-
DB08663	-
DB08664	-
DB08665	-
DB08666	-
DB08667	-
DB08668	-
DB08669	-
DB08670	-
DB08671	-
DB08672	-
DB08673	-
DB08674	-
DB08675	-
DB08676	-
DB08677	-
DB08678	-
DB08680	-
DB08681	-
DB08682	-
DB08683	-
DB08684	-
DB08685	-
DB08686	-
DB08687	-
DB08688	2-Undecanone
DB08689	-
DB08690	-
DB08691	-
DB08692	-
DB08693	-
DB08694	-
DB08695	-
DB08697	-
DB08698	-
DB08699	-
DB08701	-
DB08702	-
DB08703	-
DB08704	-
DB08705	-
DB08706	-
DB08707	-
DB08708	-
DB08709	-
DB08710	-
DB08711	Methyl_group
DB08712	-
DB08713	-
DB08714	-
DB08715	-
DB08717	-
DB08718	-
DB08719	-
DB08720	-
DB08721	-
DB08722	-
DB08723	-
DB08724	-
DB08725	-
DB08726	-
DB08727	-
DB08728	-
DB08729	-
DB08730	-
DB08731	-
DB08732	-
DB08733	-
DB08734	-
DB08735	-
DB08736	-
DB08737	-
DB08738	-
DB08739	-
DB08740	-
DB08741	-
DB08742	-
DB08743	-
DB08744	-
DB08745	-
DB08746	-
DB08747	-
DB08748	-
DB08749	-
DB08750	-
DB08751	-
DB08752	-
DB08753	-
DB08754	-
DB08755	-
DB08756	-
DB08757	-
DB08758	-
DB08759	-
DB08760	-
DB08761	-
DB08762	-
DB08763	-
DB08765	-
DB08766	Zofenoprilat
DB08767	-
DB08768	-
DB08770	-
DB08771	-
DB08772	-
DB08773	-
DB08774	-
DB08775	-
DB08776	-
DB08777	-
DB08778	-
DB08779	-
DB08780	-
DB08781	-
DB08782	-
DB08783	-
DB08784	-
DB08785	-
DB08786	-
DB08787	-
DB08788	-
DB08789	-
DB08790	-
DB08791	-
DB08792	Diloxanide_furoate
DB08794	Ethyl_biscoumacetate
DB08795	Azidocillin
DB08796	Pipazetate
DB08797	Salicylamide
DB08798	Sulfamoxole
DB08799	Antazoline
DB08800	Chloropyramine
DB08801	Dimetindene
DB08802	Isothipendyl
DB08803	Tymazoline
DB08804	Nandrolone_decanoate
DB08805	Metiamide
DB08806	Roxatidine_acetate
DB08807	Bopindolol
DB08808	Bupranolol
DB08809	Dichloroacetic_acid
DB08810	Cinitapride
DB08811	Tofisopam
DB08813	Nadroparin
DB08814	Triflusal
DB08815	Lurasidone
DB08816	Ticagrelor
DB08818	Sodium_hyaluronate
DB08819	Tafluprost
DB08820	Ivacaftor
DB08822	Azilsartan
DB08823	Spinosad
DB08824	Ioflupane_(123I)
DB08826	Deferiprone
DB08827	Lomitapide
DB08828	Vismodegib
DB08830	Dehydroascorbic_acid
DB08831	2-Deoxy-D-glucose
DB08833	Taurochenodeoxycholic_acid
DB08834	Tauroursodeoxycholic_acid
DB08835	N-Acetylaspartylglutamic_acid
DB08836	Temocapril
DB08837	Tetraethylammonium
DB08838	Agmatine
DB08839	Serotonin
DB08840	Nicotinyl_methylamide
DB08841	Tyramine
DB08842	Acetylcarnitine
DB08843	-
DB08844	Uric_acid
DB08845	Alpha-Ketoglutaric_acid
DB08846	Ellagic_acid
DB08847	Hydroxyproline
DB08848	Guvacine
DB08849	Nipecotic_acid
DB08855	Leukotriene_C4
DB08856	DADLE
DB08857	-
DB08858	-
DB08860	Pitavastatin
DB08861	DPDPE
DB08862	Cholecystokinin
DB08864	Rilpivirine
DB08865	Crizotinib
DB08867	Ulipristal_acetate
DB08868	Fingolimod
DB08869	Tesamorelin
DB08870	Brentuximab_vedotin
DB08871	Eribulin
DB08872	Gabapentin_enacarbil
DB08873	Boceprevir
DB08874	Fidaxomicin
DB08875	Cabozantinib
DB08876	Taliglucerase_alfa
DB08877	Ruxolitinib
DB08878	Aminopterin
DB08879	Belimumab
DB08880	Teriflunomide
DB08881	Vemurafenib
DB08882	Linagliptin
DB08883	Perampanel
DB08884	Gadoxetic_acid
DB08885	Aflibercept
DB08886	Asparaginase
DB08887	Ethyl_eicosapentaenoic_acid
DB08888	Ocriplasmin
DB08889	Carfilzomib
DB08890	Linaclotide
DB08891	Arbaclofen_placarbil
DB08892	-
DB08893	Mirabegron
DB08894	Peginesatide
DB08895	Tofacitinib
DB08896	Regorafenib
DB08897	Aclidinium_bromide
DB08898	Glucarpidase
DB08899	Enzalutamide
DB08900	Teduglutide
DB08901	Ponatinib
DB08902	Raxibacumab
DB08903	Bedaquiline
DB08904	Certolizumab_pegol
DB08905	Formestane
DB08906	Fluticasone_furoate
DB08907	Canagliflozin
DB08908	Dimethyl_fumarate
DB08909	Glycerol_phenylbutyrate
DB08910	Pomalidomide
DB08911	Trametinib
DB08912	Dabrafenib
DB08913	Radium-223_chloride
DB08915	Aleglitazar
DB08916	Afatinib
DB08917	Iron_supplement
DB08918	Levomilnacipran
DB08921	Limonene
DB08922	Perospirone
DB08924	Amfecloral
DB08925	Adrafinil
DB08926	Acediasulfone
DB08927	Amperozide
DB08928	Arsthinol
DB08930	Dolutegravir
DB08931	Riociguat
DB08932	Macitentan
DB08933	Luliconazole
DB08934	Sofosbuvir
DB08935	Obinutuzumab
DB08936	Chlorcyclizine
DB08937	TAS-102
DB08938	Magaldrate
DB08939	Letosteine
DB08940	Kebuzone
DB08941	Isoxsuprine
DB08942	Isoxicam
DB08943	Isoconazole
DB08944	Isoaminile
DB08945	Iotroxic_acid
DB08946	Iopanoic_acid
DB08947	Iopamidol
DB08948	Iodamide
DB08949	Inositol_nicotinate
DB08950	Indoramin
DB08951	Indoprofen
DB08952	Indenolol
DB08953	Indalpine
DB08954	Ifenprodil
DB08955	Ibuproxam
DB08956	Hydroxydione
DB08957	Hexoprenaline
DB08958	Hexetidine
DB08960	Hexamethonium
DB08961	Azosemide
DB08962	Glibornuride
DB08964	Gemeprost
DB08965	Fusafungine
DB08966	Fursultiamine
DB08967	Dimetotiazine
DB08968	-
DB08969	Flurothyl
DB08970	Fluprednidene
DB08971	Fluocortolone
DB08972	Flumequine
DB08973	Fluclorolone_acetonide
DB08974	Flubendazole
DB08975	Florantyrone
DB08976	Floctafenine
DB08978	Fentonium
DB08979	Fenspiride
DB08980	Fendiline
DB08981	Fenbufen
DB08982	Etozoline
DB08983	Etofibrate
DB08984	Etofenamate
DB08985	Etilefrine
DB08986	Etifoxine
DB08987	Etidocaine
DB08988	Ethoheptazine
DB08989	Etamivan
DB08990	Eprazinone
DB08991	Epirizole
DB08992	Eperisone
DB08993	Enviomycin
DB08994	Ditazole
DB08995	Diosmin
DB08996	Dimetacrine
DB08997	Dexetimide
DB08998	Demexiptiline
DB08999	Cyclopentamine
DB09000	Cyamemazine
DB09001	Barbexaclone
DB09002	Cloperastine
DB09003	Clocapramine
DB09004	Clobutinol
DB09005	Batroxobin
DB09006	Clinofibrate
DB09007	Chlorphenoxamine
DB09008	Cephaloridine
DB09009	Articaine
DB09010	Carmofur
DB09011	Beclamide
DB09012	Carbazochrome
DB09013	Befunolol
DB09014	Captodiame
DB09015	Potassium_canrenoate
DB09016	Butriptyline
DB09017	Brotizolam
DB09018	Bromopride
DB09019	Bromhexine
DB09020	Bisacodyl
DB09021	Benzoctamine
DB09022	Benfluorex
DB09023	Benactyzine
DB09026	Aliskiren
DB09027	Ledipasvir
DB09028	Cytisine
DB09029	Secukinumab
DB09030	Vorapaxar
DB09031	Miltefosine
DB09033	Vedolizumab
DB09034	Suvorexant
DB09035	Nivolumab
DB09036	Siltuximab
DB09037	Pembrolizumab
DB09038	Empagliflozin
DB09039	Eliglustat
DB09040	Efinaconazole
DB09041	Tavaborole
DB09042	Tedizolid
DB09043	Albiglutide
DB09045	Dulaglutide
DB09046	Metreleptin
DB09047	Finafloxacin
DB09048	Netupitant
DB09049	Naloxegol
DB09050	Ceftolozane
DB09051	Elosulfase_alfa
DB09052	Blinatumomab
DB09053	Ibrutinib
DB09054	Idelalisib
DB09055	Acipimox
DB09056	Amorolfine
DB09057	Anthrax_immune_globulin
DB09059	Atosiban
DB09060	Avibactam
DB09061	Cannabidiol
DB09062	Cefminox
DB09063	Ceritinib
DB09064	Ciprofibrate
DB09065	Cobicistat
DB09066	Gonadotropin_preparations
DB09067	Corticorelin
DB09068	Vortioxetine
DB09069	Trimetazidine
DB09070	Tibolone
DB09071	Tasimelteon
DB09072	Sodium_oxybate
DB09073	Palbociclib
DB09074	Olaparib
DB09075	Edoxaban
DB09076	Umeclidinium_bromide
DB09077	Dinutuximab
DB09078	Lenvatinib
DB09079	Nintedanib
DB09080	Olodaterol
DB09081	Idebenone
DB09082	Vilanterol
DB09083	Ivabradine
DB09084	Benzydamine
DB09085	Tetracaine
DB09086	Eugenol
DB09087	Potassium_alum
DB09088	Amylocaine
DB09089	Trimebutine
DB09090	Pinaverium
DB09091	Tixocortol
DB09092	Xanthinol
DB09093	Chlortetracycline
DB09094	Podophyllin
DB09095	Diflucortolone
DB09096	Benzoyl_peroxide
DB09097	Quinagolide
DB09098	Somatrem
DB09099	Somatostatin
DB09100	-
DB09101	Elvitegravir
DB09102	Daclatasvir
DB09103	Ancestim
DB09104	Magnesium_hydroxide
DB09105	Asfotase_alfa
DB09106	-
DB09107	Methoxy_polyethylene_glycol-epoetin_beta
DB09108	-
DB09109	Turoctocog_alfa
DB09110	Coenzyme_M
DB09111	Pentastarch
DB09112	Nitrous_acid
DB09113	Poractant_alfa
DB09114	Colfosceril_palmitate
DB09115	Diiodohydroxyquinoline
DB09116	Calcium_cyanamide
DB09117	Paraldehyde
DB09118	Stiripentol
DB09119	Eslicarbazepine_acetate
DB09120	Zucapsaicin
DB09121	Aurothioglucose
DB09122	-
DB09123	Dienogest
DB09124	Medrogestone
DB09125	Potassium_citrate
DB09126	Human_chorionic_gonadotropin
DB09128	Brexpiprazole
DB09129	Chromium(III)_chloride
DB09130	Copper
DB09131	-
DB09132	Gadoteric_acid
DB09133	Iotalamic_acid
DB09134	Ioversol
DB09135	Ioxilan
DB09136	-
DB09137	Technetium_(99mTc)_mebrofenin
DB09138	Technetium_(99mTc)_medronic_acid
DB09139	-
DB09140	Oxygen
DB09141	Protamine_sulfate
DB09142	Sincalide
DB09143	Sonidegib
DB09144	Uridine_triacetate
DB09145	Water
DB09146	Iron_sucrose
DB09147	-
DB09148	Florbetaben_(18F)
DB09149	Florbetapir_(18F)
DB09151	Flutemetamol_(18F)
DB09152	Nitrogen
DB09153	Sodium_chloride
DB09154	Sodium_citrate
DB09155	Helium
DB09156	Iopromide
DB09157	Carbon_dioxide
DB09158	Trypan_blue
DB09160	-
DB09161	Technetium_(99mTc)_sestamibi
DB09163	Technetium_(99mTc)_exametazime
DB09164	-
DB09165	-
DB09166	Etizolam
DB09167	Dosulepin
DB09168	4-Phenylfentanyl
DB09169	3-Allylfentanyl
DB09170	Betahydroxythiofentanyl
DB09171	Beta-Methylfentanyl
DB09172	Brifentanil
DB09173	Butyrfentanyl
DB09174	Lofentanil
DB09175	Mirfentanil
DB09177	Parafluorofentanyl
DB09178	Phenaridine
DB09179	R-30490
DB09180	Thiofentanyl
DB09181	Trefentanil
DB09182	Benzylfentanyl
DB09183	Dasabuvir
DB09184	Edivoxetine
DB09185	Viloxazine
DB09186	Nisoxetine
DB09187	Lortalamine
DB09188	Amedalin
DB09189	Daledalin
DB09190	Talopram
DB09191	Talsupram
DB09192	Tandamine
DB09193	CP-39,332
DB09194	Etoperidone
DB09195	Lorpiprazole
DB09196	Lubazodone
DB09197	Mepiprazole
DB09198	Lobeglitazone
DB09199	Netoglitazone
DB09200	Rivoglitazone
DB09201	Ciglitazone
DB09202	Cirazoline
DB09203	Synephrine
DB09204	Arotinolol
DB09205	Moxisylyte
DB09206	Trimazosin
DB09207	AS-8112
DB09208	Pegloticase
DB09209	Pholcodine
DB09210	Piracetam
DB09211	-
DB09212	Loxoprofen
DB09213	Dexibuprofen
DB09214	Dexketoprofen
DB09215	Droxicam
DB09216	Tolfenamic_acid
DB09217	Firocoxib
DB09218	Clonixin
DB09219	Bisoxatin
DB09220	Nicorandil
DB09221	Zinc_L-carnosine
DB09222	Fibrin_glue
DB09223	Blonanserin
DB09224	Melperone
DB09225	Zotepine
DB09226	RP5063
DB09227	Barnidipine
DB09228	C1-inhibitor
DB09229	Aranidipine
DB09230	Azelnidipine
DB09231	Benidipine
DB09232	Cilnidipine
DB09233	-
DB09234	Darodipine
DB09235	Efonidipine
DB09236	Lacidipine
DB09237	Levamlodipine
DB09238	Manidipine
DB09239	Niguldipine
DB09240	Niludipine
DB09241	Methylthioninium_chloride
DB09242	Moxonidine
DB09243	Hydracarbazine
DB09244	Pirlindole
DB09245	Toloxatone
DB09246	Benmoxin
DB09247	Iproclozide
DB09248	Mebanazine
DB09249	Octamoxin
DB09250	Pheniprazine
DB09251	Phenoxypropazine
DB09252	Pivhydrazine
DB09253	Safrazine
DB09254	Caroxazone
DB09255	Dextran
DB09256	Tegafur
DB09257	-
DB09258	Bemiparin_sodium
DB09259	Reviparin_sodium
DB09260	Parnaparin
DB09261	Certoparin_sodium
DB09262	Imidafenacin
DB09263	Patiromer
DB09264	Idarucizumab
DB09265	Lixisenatide
DB09266	-
DB09267	Strontium_ranelate
DB09268	Sodium_picosulfate
DB09269	Phenylacetic_acid
DB09270	Coenzyme_Q10
DB09271	Cimetropium_bromide
DB09272	Eluxadoline
DB09273	Doxofylline
DB09274	Artesunate
DB09275	Bismuth_subcitrate
DB09276	Sodium_aurothiomalate
DB09277	-
DB09278	Activated_charcoal_(medication)
DB09279	Fimasartan
DB09280	Lumacaftor
DB09281	Magnesium_trisilicate
DB09282	Molsidomine
DB09283	Trapidil
DB09284	Imolamine
DB09285	Morniflumate
DB09286	Pipamperone
DB09287	Polyethylene_glycol
DB09288	Propacetamol
DB09289	Tianeptine
DB09290	Ramosetron
DB09291	Rolapitant
DB09292	Sacubitril
DB09293	Iodine-131
DB09295	-
DB09296	Ombitasvir
DB09297	Paritaprevir
DB09298	Silibinin
DB09299	Tenofovir_alafenamide
DB09300	Butylscopolamine
DB09301	Chondroitin_sulfate
DB09302	Alirocumab
DB09303	Evolocumab
DB09304	Setiptiline
DB09305	Aptazapine
DB09306	Metralindole
DB09307	Oxaprotiline
DB09308	Solithromycin
DB09309	Kitasamycin
DB09310	Catridecacog
DB09311	Polycarbophil_calcium
DB09312	Anti-thymocyte_globulin
DB09313	Ioxaglic_acid
DB09314	Pertechnetate
DB09315	Isotopes_of_xenon
DB09316	Thallium(I)_chloride
DB09317	Conjugated_estrogen
DB09318	Conjugated_estrogen
DB09319	Carindacillin
DB09320	Procaine_benzylpenicillin
DB09321	Zinc_oxide
DB09322	Zinc_sulfate
DB09324	Sulbactam
DB09325	Sodium_fluoride
DB09326	Nitrogen-13
DB09327	Tegafur-uracil
DB09328	Vayarin
DB09329	-
DB09330	Osimertinib
DB09331	Daratumumab
DB09332	Kappadione
DB09333	-
DB09334	-
DB09335	Alatrofloxacin
DB09336	-
DB09337	-
DB09338	Mersalyl
DB09339	Indium_(111In)_imciromab
DB09340	Tyropanoic_acid
DB09341	Glucose
DB09342	Propoxycaine
DB09343	Tipiracil
DB09344	Invert_sugar
DB09345	Pramocaine
DB09346	Metrizoic_acid
DB09347	Acetrizoic_acid
DB09348	Beta-Propiolactone
DB09349	Gastric_intrinsic_factor
DB09350	Piperonyl_butoxide
DB09351	Levobetaxolol
DB09352	4-Hydroxyamphetamine
DB09353	Octasulfur
DB09355	Sulfabenzamide
DB09357	Dexpanthenol
DB09363	-
DB09364	Procaine_merethoxylline
DB09366	Propyliodone
DB09369	Polyestradiol_phosphate
DB09371	Norethynodrel
DB09372	Tannic_acid
DB09373	-
DB09374	Indocyanine_green
DB09375	Chymotrypsin
DB09376	Lapyrium
DB09378	Fluprednisolone
DB09379	-
DB09380	-
DB09381	Esterified_estrogens
DB09383	Meprednisone
DB09385	-
DB09389	Norgestrel
DB09393	Amino_acids
DB09394	Phosphoric_acid
DB09395	Sodium_acetate
DB09397	-
DB09398	-
DB09400	-
DB09401	Isosorbide
DB09403	Iocetamic_acid
DB09407	Magnesium_chloride
DB09409	Magnesium_acetate
DB09413	Monopotassium_phosphate
DB09414	Dipotassium_phosphate
DB09418	Potassium_perchlorate
